mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
195	192	575	581	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1504		articStaccatoBelow											
195	192	574	580	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1505		articStaccatoBelow											
195	192	575	581	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1506		articStaccatoBelow											
195	192	574	580	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1507		articStaccatoBelow											
195	192	575	581	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1508		articStaccatoBelow											
196	193	577	583	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1509													
196	193	577	583	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1510		articStaccatoBelow											
196	193	578	584	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1511		articStaccatoBelow											
196	193	577	583	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1512		articStaccatoBelow											
196	193	578	584	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1513		articStaccatoBelow											
196	193	577	583	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1514		articStaccatoBelow											
196	193	578	584	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1515		articStaccatoBelow											
197	194	580	586	0.0		0	0	Dynamic	3/4	1	1	0					f												
197	194	580	586	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/16	1	1516													
197	194	580	586	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1517									209				
197	194	1161/2	1173/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1518									209				
197	194	581	587	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1519									209				
197	194	1163/2	1175/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1520									209				
197	194	582	588	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1521									209				
197	194	1165/2	1177/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1522													
198	195	583	589	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1523													
198	195	585	591	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1524													
198	195	583	589	0.0		0	0	Dynamic	3/4	2	1	0					f												
198	195	583	589	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1525													
198	195	584	590	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1526													
198	195	583	589	0.0		0	0	Dynamic	3/4	3	1	0					f												
198	195	583	589	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1527													
198	195	584	590	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1528													
198	195	583	589	0.0		0	0	Dynamic	3/4	4	1	0					f												
198	195	583	589	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1529													
198	195	584	590	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1530													
199	196	586	592	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1531													
199	196	587	593	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1532													
199	196	1177/2	1189/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1533													
199	196	586	592	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1534													
199	196	588	594	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1535													
199	196	586	592	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1536													
199	196	588	594	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1537													
199	196	586	592	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1538													
199	196	588	594	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1539													
200	197	589	595	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1540									210				
200	197	591	597	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1541													
200	197	589	595	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1542													
200	197	590	596	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1543													
200	197	589	595	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1544													
200	197	590	596	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1545													
200	197	589	595	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1546													
200	197	590	596	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1547													
201	198	592	598	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/16	1	1548													
201	198	592	598	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1549									211				
201	198	1185/2	1197/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1550									211				
201	198	593	599	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1551									211				
201	198	1187/2	1199/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1552									211				
201	198	594	600	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1553									211				
201	198	1189/2	1201/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1554													
201	198	592	598	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1555													
201	198	594	600	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1556													
201	198	592	598	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1557													
201	198	594	600	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1558													
201	198	592	598	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1559													
201	198	594	600	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1560													
202	199	595	601	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1561													
202	199	597	603	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1562													
202	199	595	601	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1563													
202	199	596	602	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1564													
202	199	595	601	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1565													
202	199	596	602	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1566													
202	199	595	601	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1567													
202	199	596	602	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1568													
203	200	598	604	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1569													
203	200	599	605	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1570													
203	200	1201/2	1213/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1571													
203	200	598	604	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1572													
203	200	600	606	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1573													
203	200	598	604	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1574													
203	200	600	606	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1575													
203	200	598	604	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1576													
203	200	600	606	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1577													
204	201	601	607	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1578									212				
204	201	603	609	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1579													
204	201	601	607	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1580													
204	201	602	608	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1581													
204	201	601	607	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1582													
204	201	602	608	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1583													
204	201	601	607	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1584													
204	201	602	608	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1585													
205	202	604	610	0.0		0	0	Dynamic	3/4	1	1	0					ff												
205	202	604	610	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/16	1	1586													
205	202	604	610	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1587									213				
205	202	1209/2	1221/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1588									213				
205	202	605	611	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1589									213				
205	202	1211/2	1223/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1590									213				
205	202	606	612	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1591									213				
205	202	1213/2	1225/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1592													
205	202	604	610	0.0		0	0	Dynamic	3/4	2	1	0					ff												
205	202	604	610	0.0		0	0	Chord	3/4	2	1	0	acciaccatura	1/16	1	1593													
205	202	604	610	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1594									214				
205	202	1209/2	1221/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1595									214				
205	202	605	611	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1596									214				
205	202	1211/2	1223/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1597									214				
205	202	606	612	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1598									214				
205	202	1213/2	1225/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1599													
205	202	604	610	0.0		0	0	Dynamic	3/4	3	1	0					ff												
205	202	604	610	0.0		0	0	Chord	3/4	3	1	0	acciaccatura	1/16	1	1600													
205	202	604	610	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1601									215				
205	202	1209/2	1221/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1602									215				
205	202	605	611	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1603									215				
205	202	1211/2	1223/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1604									215				
205	202	606	612	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1605									215				
205	202	1213/2	1225/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1606													
205	202	604	610	0.0		0	0	Dynamic	3/4	4	1	0					ff												
205	202	604	610	0.0		0	0	Chord	3/4	4	1	0	acciaccatura	1/16	1	1607													
205	202	604	610	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1608									216				
205	202	1209/2	1221/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1609									216				
205	202	605	611	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1610									216				
205	202	1211/2	1223/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1611									216				
205	202	606	612	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1612									216				
205	202	1213/2	1225/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1613													
206	203	607	613	0.0		0	0	Dynamic	3/4	1	1	0					sf												
206	203	607	613	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1614													
206	203	607	613	0.0		0	0	Dynamic	3/4	2	1	0					sf												
206	203	607	613	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1615													
206	203	607	613	0.0		0	0	Dynamic	3/4	3	1	0					sf												
206	203	607	613	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1616													
206	203	607	613	0.0		0	0	Dynamic	3/4	4	1	0					sf												
206	203	607	613	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1617													
207	204	610	616	0.0		0	0	Dynamic	3/4	1	1	0					sf												
207	204	610	616	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1618													
207	204	610	616	0.0		0	0	Dynamic	3/4	2	1	0					sf												
207	204	610	616	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1619													
207	204	610	616	0.0		0	0	Dynamic	3/4	3	1	0					sf												
207	204	610	616	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1620													
207	204	610	616	0.0		0	0	Dynamic	3/4	4	1	0					sf												
207	204	610	616	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1621													
208	205	613	619	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1622													
208	205	614	620	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1623													
208	205	615	621	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1624													
208	205	613	619	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1625													
208	205	614	620	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1626													
208	205	615	621	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1627													
208	205	613	619	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1628													
208	205	614	620	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1629													
208	205	615	621	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1630													
208	205	613	619	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1631													
208	205	614	620	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1632													
208	205	615	621	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1633													
209	206	616	622	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1634													
209	206	617	623	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1635													
209	206	618	624	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1636													
209	206	616	622	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1637													
209	206	617	623	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1638													
209	206	618	624	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1639													
209	206	616	622	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1640													
209	206	617	623	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1641													
209	206	618	624	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1642													
209	206	616	622	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1643													
209	206	617	623	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1644													
209	206	618	624	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1645													
210	207	619	625	0.0		0	0	Dynamic	3/4	1	1	0					sf												
210	207	619	625	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1646													
210	207	619	625	0.0		0	0	Dynamic	3/4	2	1	0					sf												
210	207	619	625	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1647													
210	207	619	625	0.0		0	0	Dynamic	3/4	3	1	0					sf												
210	207	619	625	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1648													
210	207	619	625	0.0		0	0	Dynamic	3/4	4	1	0					sf												
210	207	619	625	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1649													
211	208	622	628	0.0		0	0	Dynamic	3/4	1	1	0					sf												
211	208	622	628	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1650													
211	208	622	628	0.0		0	0	Dynamic	3/4	2	1	0					sf												
211	208	622	628	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1651													
211	208	622	628	0.0		0	0	Dynamic	3/4	3	1	0					sf												
211	208	622	628	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1652													
211	208	622	628	0.0		0	0	Dynamic	3/4	4	1	0					sf												
211	208	622	628	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1653													
212	209	625	631	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1654													
212	209	626	632	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1655													
212	209	627	633	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1656													
212	209	625	631	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1657													
212	209	626	632	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1658													
212	209	627	633	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1659													
212	209	625	631	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1660													
212	209	626	632	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1661													
212	209	627	633	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1662													
212	209	625	631	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1663													
212	209	626	632	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1664													
212	209	627	633	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1665													
213	210	628	634	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1666													
213	210	629	635	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1667													
213	210	630	636	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1668													
213	210	628	634	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1669													
213	210	629	635	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1670													
213	210	630	636	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1671													
213	210	628	634	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1672													
213	210	629	635	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1673													
213	210	630	636	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1674													
213	210	628	634	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1675													
213	210	629	635	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1676													
213	210	630	636	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1677													
214	211	631	637	0.0		0	0	Dynamic	3/4	1	1	0					sf												
214	211	631	637	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1678													
214	211	631	637	0.0		0	0	Dynamic	3/4	2	1	0					sf												
214	211	631	637	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1679													
214	211	631	637	0.0		0	0	Dynamic	3/4	3	1	0					sf												
214	211	631	637	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1680													
214	211	631	637	0.0		0	0	Dynamic	3/4	4	1	0					sf												
214	211	631	637	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1681													
215	212	634	640	0.0		0	0	Dynamic	3/4	1	1	0					sf												
215	212	634	640	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1682													
215	212	634	640	0.0		0	0	Dynamic	3/4	2	1	0					sf												
215	212	634	640	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1683													
215	212	634	640	0.0		0	0	Dynamic	3/4	3	1	0					sf												
215	212	634	640	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1684													
215	212	634	640	0.0		0	0	Dynamic	3/4	4	1	0					sf												
215	212	634	640	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1685													
216	213	637	643	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1686													
216	213	638	644	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1687													
216	213	639	645	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1688													
216	213	637	643	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1689													
216	213	638	644	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1690													
216	213	639	645	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1691													
216	213	637	643	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1692													
216	213	638	644	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1693													
216	213	639	645	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1694													
216	213	637	643	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1695													
216	213	638	644	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1696													
216	213	639	645	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1697													
217	214	640	646	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1698													
217	214	641	647	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1699													
217	214	642	648	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1700													
217	214	640	646	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1701													
217	214	641	647	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1702													
217	214	642	648	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1703													
217	214	640	646	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1704													
217	214	641	647	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1705													
217	214	642	648	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1706													
217	214	640	646	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1707													
217	214	641	647	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1708													
217	214	642	648	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1709													
218	215	643	649	0.0		0	0	Dynamic	3/4	1	1	0					sf												
218	215	643	649	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1710													
218	215	643	649	0.0		0	0	Dynamic	3/4	2	1	0					sf												
218	215	643	649	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1711													
218	215	643	649	0.0		0	0	Dynamic	3/4	3	1	0					sf												
218	215	643	649	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1712													
218	215	645	651	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1713									217				
218	215	1291/2	1303/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1714													
218	215	643	649	0.0		0	0	Dynamic	3/4	4	1	0					sf												
218	215	643	649	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1715													
219	216	646	652	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1716													
219	216	646	652	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1717													
219	216	646	652	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1718									218				
219	216	647	653	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1719													
219	216	648	654	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1720													
219	216	646	652	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1721													
220	217	649	655	0.0		0	0	Dynamic	3/4	1	1	0					sf												
220	217	649	655	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1722													
220	217	649	655	0.0		0	0	Dynamic	3/4	2	1	0					sf												
220	217	649	655	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1723									219				
220	217	650	656	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1724													
220	217	651	657	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1725													
220	217	649	655	0.0		0	0	Dynamic	3/4	3	1	0					sf												
220	217	649	655	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1726									220				
220	217	650	656	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1727													
220	217	651	657	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1728													
220	217	649	655	0.0		0	0	Dynamic	3/4	4	1	0					sf												
220	217	649	655	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1729													
221	218	652	658	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1730									221				
221	218	653	659	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1731													
221	218	654	660	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1732													
221	218	652	658	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1733													
221	218	654	660	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1734									222				
221	218	1309/2	1321/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1735													
221	218	652	658	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1736													
221	218	654	660	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1737									223				
221	218	1309/2	1321/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1738													
221	218	652	658	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1739													
222	219	655	661	0.0		0	0	Dynamic	3/4	1	1	0					sf												
222	219	655	661	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1740													
222	219	655	661	0.0		0	0	Dynamic	3/4	2	1	0					sf												
222	219	655	661	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1741									224				
222	219	656	662	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1742													
222	219	657	663	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1743													
222	219	655	661	0.0		0	0	Dynamic	3/4	3	1	0					sf												
222	219	655	661	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1744									225				
222	219	656	662	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1745													
222	219	657	663	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1746													
222	219	655	661	0.0		0	0	Dynamic	3/4	4	1	0					sf												
222	219	655	661	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1747													
223	220	658	664	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1748									226				
223	220	659	665	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1749													
223	220	660	666	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1750													
223	220	658	664	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1751													
223	220	660	666	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1752									227				
223	220	1321/2	1333/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1753													
223	220	658	664	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1754													
223	220	660	666	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1755									228				
223	220	1321/2	1333/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1756													
223	220	658	664	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1757													
224	221	661	667	0.0		0	0	Dynamic	3/4	1	1	0					other-dynamics												
224	221	661	667	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1758													
224	221	661	667	0.0		0	0	Dynamic	3/4	2	1	0					other-dynamics												
224	221	661	667	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1759									229				
224	221	662	668	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1760													
224	221	663	669	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1761													
224	221	661	667	0.0		0	0	Dynamic	3/4	3	1	0					sf												
224	221	661	667	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1762									230				
224	221	662	668	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1763													
224	221	663	669	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1764													
224	221	661	667	0.0		0	0	Dynamic	3/4	4	1	0					sf												
224	221	661	667	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1765													
225	222	664	670	0.0		0	0	Dynamic	3/4	1	1	0					sf												
225	222	664	670	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1766													
