mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
6	5	15	15	0.0		1/2	1/2	StaffText	3/4	2	1	0							dim.								
6	5	15	15	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	35											
6	5	13	13	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	36									5		
6	5	14	14	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	37									5		
6	5	15	15	0.0		1/2	1/2	StaffText	3/4	3	1	0							dim.								
6	5	15	15	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	38											
6	5	13	13	0.0		0	0	StaffText	3/4	4	1	0							dim.								
6	5	13	13	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	39									7		
7	6	16	16	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	40											
7	6	16	16	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	41									8		
7	6	17	17	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	42									8		
7	6	18	18	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	43									8		
7	6	16	16	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	44									9		
7	6	17	17	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	45									9		
7	6	18	18	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	46									9		
7	6	16	16	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	47									7		
8	7	19	19	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	48											
8	7	21	21	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	49									10		
8	7	19	19	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	50									8		
8	7	20	20	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	51									8		
8	7	21	21	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	52											
8	7	19	19	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	53									9		
8	7	20	20	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	54									9		
8	7	21	21	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	55											
8	7	19	19	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	56									7		
9	8	22	22	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	57											
9	8	24	24	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	58											
9	8	22	22	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	59											
9	8	22	22	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	60											
9	8	22	22	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	61											
10	9	25	25	0.0		0	0	Spanner	3/4	1	1	0															4
10	9	25	25	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	62									11		4
10	9	27	27	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	63									11		4
10	9	25	25	0.0		0	0	Spanner	3/4	2	1	0															5
10	9	25	25	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	64									12		5
10	9	27	27	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	65									12		5
10	9	25	25	0.0		0	0	Spanner	3/4	3	1	0															6
10	9	25	25	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	66											6
10	9	25	25	0.0		0	0	Spanner	3/4	4	1	0															7
10	9	25	25	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	67											7
11	10	28	28	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	68									11		4
11	10	30	30	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	69											4
11	10	28	28	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	70									12		5
11	10	30	30	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	71											5
11	10	28	28	0.0		0	0	Spanner	3/4	3	1	0															
11	10	28	28	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	72											
11	10	28	28	0.0		0	0	Spanner	3/4	4	1	0															
11	10	28	28	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	73											
12	11	31	31	0.0		0	0	Spanner	3/4	1	1	0															
12	11	31	31	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	74									13		
12	11	32	32	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	75									13		
12	11	33	33	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	76											
12	11	31	31	0.0		0	0	Spanner	3/4	2	1	0															
12	11	31	31	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	77									14		
12	11	32	32	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	78									14		
12	11	33	33	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	79											
12	11	31	31	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	80											
12	11	33	33	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	81											
12	11	31	31	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	82											
13	12	34	34	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	83											
13	12	34	34	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	84									15		
13	12	35	35	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	85									15		
13	12	36	36	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	86									15		
13	12	34	34	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	87									16		
13	12	35	35	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	88									16		
13	12	36	36	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	89									16		
13	12	34	34	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	90											
14	13	37	37	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	91											
14	13	39	39	0.0		1/2	1/2	StaffText	3/4	1	1	0							dim.								
14	13	39	39	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	92									17		
14	13	37	37	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	93									15		
14	13	38	38	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	94									15		
14	13	39	39	0.0		1/2	1/2	StaffText	3/4	2	1	0							dim.								
14	13	39	39	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	95											
14	13	37	37	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	96									16		
14	13	38	38	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	97									16		
14	13	39	39	0.0		1/2	1/2	StaffText	3/4	3	1	0							dim.								
14	13	39	39	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	98											
14	13	37	37	0.0		0	0	StaffText	3/4	4	1	0							dim.								
14	13	37	37	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	99									18		
15	14	40	40	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	100											
15	14	40	40	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	101									19		
15	14	41	41	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102									19		
15	14	42	42	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	103									19		
15	14	40	40	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	104									20		
15	14	41	41	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	105									20		
15	14	42	42	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	106									20		
15	14	40	40	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	107									18		
16	15	43	43	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	108											
16	15	45	45	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	109									21		
16	15	43	43	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	110									19		
16	15	44	44	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	111									19		
16	15	45	45	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	112											
16	15	43	43	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	113									20		
16	15	44	44	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	114									20		
16	15	45	45	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	115											
16	15	43	43	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	116									18		
17	16	46	46	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	117											
17	16	46	46	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	118											
17	16	46	46	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	119											
17	16	46	46	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	120											
18	16	48	48	1.0		0	1/2	Chord	3/4	1	1	1/4		1/4	1	121											
18	16	48	48	1.0		0	1/2	Chord	3/4	3	1	1/4		1/4	1	122											
19	17	49	49	0.0		0	0	StaffText	3/4	1	1	0							cresc.								
19	17	49	49	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	123									22		
19	17	51	51	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	124											
19	17	49	49	0.0		0	0	StaffText	3/4	2	1	0							cresc.								
19	17	49	49	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	125											
19	17	49	49	0.0		0	0	StaffText	3/4	3	1	0							cresc.								
19	17	49	49	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	126									23		
19	17	51	51	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	127											
19	17	49	49	0.0		0	0	StaffText	3/4	4	1	0							cresc.								
19	17	49	49	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	128									24		
20	18	52	52	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	129									25		
20	18	54	54	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	130											
20	18	52	52	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	131											
20	18	52	52	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	132									26		
20	18	54	54	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	133											
20	18	52	52	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	134											
21	19	55	55	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	135									27		
21	19	56	56	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	136									27		
21	19	57	57	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	137											
21	19	55	55	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	138											
21	19	55	55	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	139									28		
21	19	56	56	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	140									28		
21	19	57	57	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	141											
21	19	55	55	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	142									29		
22	20	58	58	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	143		articAccentBelow							30		
22	20	60	60	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	144											
22	20	58	58	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	145											
22	20	58	58	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	146		articAccentAbove							31		
22	20	60	60	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	147											
22	20	58	58	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	148											
23	21	61	61	0.0		0	0	Spanner	3/4	1	1	0															8
23	21	61	61	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	149									32		8
23	21	62	62	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	150									32		8
23	21	63	63	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	151											8
23	21	61	61	0.0		0	0	Spanner	3/4	2	1	0															9
23	21	61	61	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	152											9
23	21	61	61	0.0		0	0	Spanner	3/4	3	1	0															10
23	21	61	61	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	153									33		10
23	21	62	62	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	154									33		10
23	21	63	63	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	155											10
23	21	61	61	0.0		0	0	Spanner	3/4	4	1	0															11
23	21	61	61	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	156									34		11
24	22	64	64	0.0		0	0	Dynamic	3/4	1	1	0					sf										
24	22	64	64	0.0		0	0	Spanner	3/4	1	1	0														0	
24	22	64	64	0.0		0	0	Spanner	3/4	1	1	0														0	
24	22	64	64	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	157									35	0	
24	22	66	66	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	158										0	
24	22	64	64	0.0		0	0	Spanner	3/4	2	1	0														1	
24	22	64	64	0.0		0	0	Spanner	3/4	2	1	0														1	
24	22	64	64	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	159										1	
24	22	64	64	0.0		0	0	Dynamic	3/4	3	1	0					sf										
24	22	64	64	0.0		0	0	Spanner	3/4	3	1	0														2	
24	22	64	64	0.0		0	0	Spanner	3/4	3	1	0														2	
24	22	64	64	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	160									36	2	
24	22	66	66	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	161										2	
24	22	64	64	0.0		0	0	Spanner	3/4	4	1	0														3	
24	22	64	64	0.0		0	0	Spanner	3/4	4	1	0														3	
24	22	64	64	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	162										3	
24	22	66	66	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	163										3	
25	23	67	67	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	164									37	0	
25	23	68	68	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	165									37	0	
25	23	69	69	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	166									37	0	
25	23	67	67	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	167									38	1	
25	23	69	69	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	168									38	1	
25	23	67	67	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	169									39	2	
25	23	68	68	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	170									39	2	
25	23	69	69	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	171										2	
25	23	67	67	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	172									40	3	
25	23	69	69	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	173										3	
26	24	70	70	0.0		0	0	Spanner	3/4	1	1	0															
26	24	70	70	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	174											
26	24	72	72	0.0		1/2	1/2	Dynamic	3/4	1	1	0					pp										
26	24	72	72	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	175											
26	24	70	70	0.0		0	0	Spanner	3/4	2	1	0															
26	24	70	70	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	176											
26	24	70	70	0.0		0	0	Spanner	3/4	3	1	0															
26	24	70	70	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	177											
26	24	72	72	0.0		1/2	1/2	Dynamic	3/4	3	1	0					pp										
26	24	72	72	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	178											
26	24	70	70	0.0		0	0	Spanner	3/4	4	1	0															
26	24	70	70	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	179											
27	25	73	73	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	180									41		
27	25	75	75	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	181											
27	25	73	73	0.0		0	0	Dynamic	3/4	2	1	0					pp										
27	25	73	73	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	182									42		
27	25	75	75	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	183											
27	25	73	73	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	184									43		
27	25	75	75	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	185											
27	25	73	73	0.0		0	0	Dynamic	3/4	4	1	0					pp										
27	25	73	73	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	186									44		
28	26	76	76	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	187									45		
28	26	78	78	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	188											
28	26	76	76	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	189									46		
28	26	78	78	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	190											
28	26	76	76	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	191									47		
28	26	78	78	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	192											
28	26	76	76	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	193											
29	27	79	79	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	194									48		
29	27	80	80	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	195									48		
29	27	81	81	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	196											
29	27	79	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	197									49		
29	27	80	80	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	198									49		
29	27	81	81	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	199											
29	27	79	79	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	200									50		
29	27	80	80	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	201									50		
29	27	81	81	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	202											
29	27	79	79	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	203									51		
30	28	82	82	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	204									52		
30	28	84	84	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	205											
30	28	82	82	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	206									53		
30	28	84	84	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	207											
30	28	82	82	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	208									54		
30	28	84	84	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	209											
30	28	82	82	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	210											
31	29	85	85	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	211									55		
31	29	86	86	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	212									55		
31	29	87	87	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	213											
31	29	85	85	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	214									56		
31	29	86	86	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	215									56		
31	29	87	87	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	216											
31	29	85	85	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	217									57		
31	29	86	86	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	218									57		
31	29	87	87	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	219											
31	29	85	85	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	220											
32	30	88	88	0.0		0	0	Dynamic	3/4	1	1	0					sf										
32	30	88	88	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	221									58		
32	30	90	90	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	222									58		
32	30	88	88	0.0		0	0	Dynamic	3/4	2	1	0					sf										
32	30	88	88	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	223									59		
32	30	90	90	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	224									59		
32	30	88	88	0.0		0	0	Dynamic	3/4	3	1	0					sf										
32	30	88	88	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	225									60		
32	30	90	90	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	226									60		
32	30	88	88	0.0		0	0	Dynamic	3/4	4	1	0					sf										
32	30	88	88	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	227											
33	31	91	91	0.0		0	0	StaffText	3/4	1	1	0							cresc.						58		
33	31	91	91	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	228									58		
33	31	91	91	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	229									58		
33	31	92	92	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	230									58		
33	31	93	93	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	231											
33	31	91	91	0.0		0	0	StaffText	3/4	2	1	0							cresc.						59		
33	31	91	91	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	232									59		
33	31	92	92	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	233									59		
33	31	93	93	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	234											
33	31	91	91	0.0		0	0	StaffText	3/4	3	1	0							cresc.						60		
33	31	91	91	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	235									60		
33	31	92	92	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	236									60		
33	31	93	93	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	237											
33	31	91	91	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	238											
34	32	94	94	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	239									61		
34	32	96	96	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	240											
34	32	94	94	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	241									62		
34	32	96	96	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	242											
34	32	94	94	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	243									63		
34	32	94	94	0.0		0	0	StaffText	3/4	4	1	0							cresc.								
34	32	94	94	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	244											
35	33	97	97	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	245									64		
35	33	98	98	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	246									64		
35	33	99	99	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	247											
35	33	97	97	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	248									65		
35	33	98	98	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	249									65		
35	33	99	99	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	250											
35	33	97	97	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	251											
35	33	97	97	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	252											
36	34	100	100	0.0		0	0	Dynamic	3/4	1	1	0					sf										
36	34	100	100	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	253									66		
