mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Trill:trill
61	59	177	177	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	967														
61	59	349/2	349/2	0.0	0	0	StaffText	6/8	4	1	0								dim.											
61	59	349/2	349/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	968														
61	59	176	176	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	969														
62	60	355/2	355/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	970										10				
62	60	179	179	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	971														
62	60	180	180	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	972														
62	60	355/2	355/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	973										11				
62	60	179	179	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	974														
62	60	180	180	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	975														
62	60	355/2	355/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	976														
62	60	178	178	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	977														
62	60	357/2	357/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	978														
62	60	179	179	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	979														
62	60	359/2	359/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	980														
62	60	180	180	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	981														
62	60	355/2	355/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	982														
62	60	179	179	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	983														
63	61	361/2	361/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
63	61	361/2	361/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	984										12				
63	61	182	182	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	985														
63	61	183	183	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	986														
63	61	361/2	361/2	0.0	0	0	Dynamic	6/8	2	1	0						p													
63	61	361/2	361/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	987										13				
63	61	182	182	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	988														
63	61	183	183	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	989														
63	61	361/2	361/2	0.0	0	0	Dynamic	6/8	3	1	0						p													
63	61	361/2	361/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	990														
63	61	181	181	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	991														
63	61	363/2	363/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	992														
63	61	182	182	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	993														
63	61	365/2	365/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	994														
63	61	183	183	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	995														
63	61	361/2	361/2	0.0	0	0	Dynamic	6/8	4	1	0						p													
63	61	361/2	361/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	996										14				
63	61	182	182	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	997														
63	61	183	183	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	998														
64	62	367/2	367/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	999										15				
64	62	185	185	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1000														
64	62	186	186	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1001														
64	62	367/2	367/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1002										16				
64	62	185	185	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1003														
64	62	186	186	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1004														
64	62	367/2	367/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1005														
64	62	184	184	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1006														
64	62	369/2	369/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1007														
64	62	185	185	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1008														
64	62	371/2	371/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1009														
64	62	186	186	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1010														
64	62	367/2	367/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1011										17				
64	62	185	185	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1012														
64	62	186	186	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1013														
65	63	373/2	373/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1014														
65	63	188	188	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1015														
65	63	373/2	373/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1016														
65	63	188	188	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1017														
65	63	373/2	373/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1018														
65	63	187	187	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1019														
65	63	375/2	375/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1020														
65	63	188	188	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1021														
65	63	377/2	377/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1022														
65	63	189	189	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1023														
65	63	373/2	373/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1024														
65	63	188	188	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1025														
66	64	379/2	379/2	0.0	0	0	Spanner	6/8	1	1	0																13			
66	64	379/2	379/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1026											13			
66	64	190	190	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1027											13			
66	64	381/2	381/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1028											13			
66	64	191	191	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1029											13			
66	64	383/2	383/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1030											13			
66	64	192	192	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1031											13			
66	64	379/2	379/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1032														
66	64	379/2	379/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1033														
66	64	192	192	0.0	5/8	5/8	Dynamic	6/8	3	1	0						f													
66	64	192	192	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1034														
66	64	379/2	379/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1035														
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	1	1	0						f													
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	1	1	0						sf													
67	65	385/2	385/2	0.0	0	0	Spanner	6/8	1	1	0																			
67	65	385/2	385/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1036														
67	65	194	194	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1037														
67	65	195	195	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1038														
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	2	1	0						f													
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	2	1	0						sf													
67	65	385/2	385/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1039														
67	65	194	194	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1040														
67	65	195	195	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1041														
67	65	385/2	385/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1042														
67	65	193	193	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1043														
67	65	387/2	387/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1044														
67	65	194	194	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1045														
67	65	389/2	389/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1046														
67	65	195	195	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1047														
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	4	1	0						f													
67	65	385/2	385/2	0.0	0	0	Dynamic	6/8	4	1	0						sf													
67	65	385/2	385/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1048														
67	65	194	194	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1049														
67	65	195	195	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1050														
68	66	391/2	391/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1051		articStaccatoAbove								18				
68	66	197	197	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1052		articStaccatoAbove								18				
68	66	391/2	391/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1053		articStaccatoAbove								19				
68	66	197	197	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1054		articStaccatoAbove								19				
68	66	391/2	391/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1055														
68	66	196	196	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1056														
68	66	393/2	393/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1057														
68	66	197	197	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1058														
68	66	395/2	395/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1059														
68	66	198	198	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1060														
68	66	391/2	391/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1061														
68	66	197	197	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1062														
69	67	397/2	397/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1063		articStaccatoAbove								18				
69	67	200	200	0.0	3/8	3/8	StaffText	6/8	1	1	0								dim.											
69	67	200	200	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1064		articStaccatoAbove												
69	67	397/2	397/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1065		articStaccatoAbove								19				
69	67	200	200	0.0	3/8	3/8	StaffText	6/8	2	1	0								dim.											
69	67	200	200	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1066		articStaccatoAbove												
69	67	397/2	397/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1067														
69	67	199	199	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1068														
69	67	399/2	399/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1069														
69	67	200	200	0.0	3/8	3/8	StaffText	6/8	3	1	0								dim.											
69	67	200	200	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1070														
69	67	401/2	401/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1071														
69	67	201	201	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1072														
69	67	397/2	397/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1073														
69	67	200	200	0.0	3/8	3/8	StaffText	6/8	4	1	0								dim.											
69	67	200	200	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1074														
70	68	403/2	403/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1075										20				
70	68	203	203	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1076														
70	68	204	204	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1077														
70	68	403/2	403/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1078										21				
70	68	203	203	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1079														
70	68	204	204	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1080														
70	68	403/2	403/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1081														
70	68	202	202	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1082														
70	68	405/2	405/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1083														
70	68	203	203	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1084														
70	68	407/2	407/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1085														
70	68	204	204	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1086														
70	68	403/2	403/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1087														
70	68	203	203	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1088														
71	69	409/2	409/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
71	69	409/2	409/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1089										22				
71	69	206	206	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1090														
71	69	207	207	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1091														
71	69	409/2	409/2	0.0	0	0	Dynamic	6/8	2	1	0						p													
71	69	409/2	409/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1092										23				
71	69	206	206	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1093														
71	69	207	207	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1094														
71	69	409/2	409/2	0.0	0	0	Dynamic	6/8	3	1	0						p													
71	69	409/2	409/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1095														
71	69	205	205	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1096														
71	69	411/2	411/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1097														
71	69	206	206	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1098														
71	69	413/2	413/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1099														
71	69	207	207	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1100														
71	69	409/2	409/2	0.0	0	0	Dynamic	6/8	4	1	0						p													
71	69	409/2	409/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1101										24				
71	69	206	206	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1102														
71	69	207	207	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1103														
72	70	415/2	415/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1104										25				
72	70	209	209	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1105														
72	70	210	210	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1106														
72	70	415/2	415/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1107										26				
72	70	209	209	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1108														
72	70	210	210	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1109														
72	70	415/2	415/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1110														
72	70	208	208	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1111														
72	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1112														
72	70	209	209	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1113														
72	70	419/2	419/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1114														
72	70	210	210	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1115														
72	70	415/2	415/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	1116										27				
72	70	209	209	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1117														
72	70	210	210	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1118														
73	71	421/2	421/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1119														
73	71	212	212	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1120														
73	71	421/2	421/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1121														
73	71	212	212	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1122														
73	71	421/2	421/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1123														
73	71	211	211	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1124														
73	71	423/2	423/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1125														
73	71	212	212	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1126														
73	71	425/2	425/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1127														
73	71	213	213	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1128														
73	71	421/2	421/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1129														
73	71	212	212	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1130														
74	72	427/2	427/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1131														
74	72	216	216	0.0	5/8	5/8	Dynamic	6/8	1	1	0						pp													
74	72	216	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1132														
74	72	427/2	427/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1133														
74	72	216	216	0.0	5/8	5/8	Dynamic	6/8	2	1	0						pp													
74	72	216	216	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1134														
74	72	427/2	427/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1135														
74	72	214	214	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1136														
74	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1137														
74	72	215	215	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1138														
74	72	216	216	0.0	5/8	5/8	Dynamic	6/8	3	1	0						pp													
74	72	216	216	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1139														
74	72	427/2	427/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1140														
74	72	216	216	0.0	5/8	5/8	Dynamic	6/8	4	1	0						pp													
74	72	216	216	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1141														
75	73	433/2	433/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1142														
75	73	218	218	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1143														
75	73	219	219	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1144														
75	73	433/2	433/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1145														
75	73	218	218	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1146														
75	73	219	219	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1147														
75	73	433/2	433/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	1148														
75	73	218	218	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1149														
75	73	219	219	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1150														
75	73	433/2	433/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1151		articStaccatoBelow												
75	73	217	217	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1152		articStaccatoBelow												
75	73	435/2	435/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1153		articStaccatoBelow												
75	73	218	218	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1154		articStaccatoBelow												
75	73	437/2	437/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1155		articStaccatoBelow												
75	73	219	219	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1156		articStaccatoBelow												
76	74	439/2	439/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1157														
76	74	221	221	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	1158														
76	74	222	222	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1159														
76	74	439/2	439/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	1160														
76	74	221	221	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1161														
76	74	222	222	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1162														
76	74	439/2	439/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	1163														
76	74	221	221	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1164														
76	74	222	222	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1165														
76	74	439/2	439/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1166		articStaccatoBelow												
76	74	220	220	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1167		articStaccatoBelow												
76	74	441/2	441/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1168		articStaccatoBelow												
76	74	221	221	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1169		articStaccatoBelow												
76	74	443/2	443/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1170		articStaccatoBelow												
76	74	222	222	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1171		articStaccatoBelow												
77	75	445/2	445/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1172		articStaccatoBelow												
77	75	223	223	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1173		articStaccatoBelow												
77	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1174		articStaccatoBelow												
77	75	224	224	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1175		articStaccatoAbove												
77	75	449/2	449/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1176		articStaccatoAbove												
77	75	225	225	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1177		articStaccatoAbove												
77	75	445/2	445/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1178		articStaccatoBelow												
77	75	223	223	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1179		articStaccatoBelow												
77	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1180		articStaccatoBelow												
77	75	224	224	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1181		articStaccatoAbove												
77	75	449/2	449/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1182		articStaccatoAbove												
77	75	225	225	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1183		articStaccatoAbove												
77	75	445/2	445/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1184		articStaccatoBelow												
77	75	223	223	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1185		articStaccatoBelow												
77	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1186		articStaccatoBelow												
77	75	224	224	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1187		articStaccatoAbove												
77	75	449/2	449/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1188		articStaccatoAbove												
77	75	225	225	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1189		articStaccatoAbove												
77	75	445/2	445/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1190		articStaccatoAbove												
77	75	223	223	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1191		articStaccatoAbove												
77	75	447/2	447/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1192		articStaccatoAbove												
77	75	224	224	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1193		articStaccatoBelow												
77	75	449/2	449/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1194		articStaccatoBelow												
77	75	225	225	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1195		articStaccatoBelow												
78	76	451/2	451/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1196														
78	76	451/2	451/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1197														
78	76	451/2	451/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1198														
78	76	455/2	455/2	0.0	1/2	1/2	Dynamic	6/8	3	1	0						p													
78	76	455/2	455/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1199		articStaccatoAbove												
78	76	228	228	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1200		articStaccatoAbove												
78	76	451/2	451/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	1201														
79	77	457/2	457/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1202														
79	77	461/2	461/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1203		articStaccatoAbove												
79	77	231	231	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1204		articStaccatoAbove												
80	78	463/2	463/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1205														
80	78	467/2	467/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1206		articStaccatoAbove												
80	78	234	234	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1207		articStaccatoAbove												
81	79	469/2	469/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1208		articStaccatoAbove												
81	79	235	235	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1209		articStaccatoAbove												
81	79	471/2	471/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1210		articStaccatoAbove												
81	79	236	236	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1211		articStaccatoAbove												
81	79	473/2	473/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1212		articStaccatoAbove												
81	79	237	237	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1213		articStaccatoAbove												
82	80	479/2	479/2	0.0	1/2	1/2	Dynamic	6/8	2	1	0						p													
82	80	479/2	479/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1214		articStaccatoBelow												
82	80	240	240	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1215		articStaccatoBelow												
82	80	475/2	475/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1216		articStaccatoAbove												
82	80	238	238	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1217		articStaccatoAbove												
82	80	477/2	477/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1218		articStaccatoAbove												
82	80	239	239	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1219		articStaccatoBelow												
82	80	479/2	479/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1220		articStaccatoBelow												
82	80	240	240	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1221		articStaccatoBelow												
83	81	481/2	481/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1222														
