mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
145	140	1117/2	1157/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	2695					
145	140	2235/4	2315/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	2696					
145	140	559	579	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	2697					
145	140	2237/4	2317/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	2698					
145	140	1119/2	1159/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	2699					
145	140	2239/4	2319/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	2700					
146	141	560	580	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2701					
146	141	2241/4	2321/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2702					
146	141	1121/2	1161/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2703					
146	141	2243/4	2323/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2704					
146	141	561	581	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2705					
146	141	2245/4	2325/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2706					
146	141	1123/2	1163/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2707					
146	141	2247/4	2327/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2708					
146	141	562	582	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2709					
146	141	2249/4	2329/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2710					
146	141	1125/2	1165/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2711					
146	141	2251/4	2331/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2712					
146	141	563	583	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2713					
146	141	2253/4	2333/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2714					
146	141	1127/2	1167/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2715					
146	141	2255/4	2335/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2716					
146	141	560	580	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2717					
146	141	563	583	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2718					
146	141	560	580	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	2719					
146	141	562	582	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2720					
146	141	563	583	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2721					
146	141	560	580	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2722					
146	141	563	583	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2723					
147	142	564	584	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2724					
147	142	566	586	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2725					
147	142	564	584	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2726					
147	142	2257/4	2337/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2727					
147	142	1129/2	1169/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2728					
147	142	2259/4	2339/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2729					
147	142	565	585	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2730					
147	142	2261/4	2341/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2731					
147	142	1131/2	1171/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2732					
147	142	2263/4	2343/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2733					
147	142	566	586	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2734					
147	142	2265/4	2345/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2735					
147	142	1133/2	1173/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2736					
147	142	2267/4	2347/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2737					
147	142	567	587	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2738					
147	142	2269/4	2349/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2739					
147	142	1135/2	1175/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2740					
147	142	2271/4	2351/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2741					
147	142	564	584	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2742					
147	142	567	587	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2743					
147	142	564	584	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2744					
147	142	565	585	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2745					
147	142	566	586	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2746					
147	142	567	587	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2747					
148	143	568	588	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2748					
148	143	2273/4	2353/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2749					
148	143	1137/2	1177/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2750					
148	143	2275/4	2355/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2751					
148	143	569	589	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2752					
148	143	2277/4	2357/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2753					
148	143	1139/2	1179/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2754					
148	143	2279/4	2359/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2755					
148	143	570	590	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2756					
148	143	2281/4	2361/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2757					
148	143	1141/2	1181/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2758					
148	143	2283/4	2363/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2759					
148	143	571	591	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2760					
148	143	2285/4	2365/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2761					
148	143	1143/2	1183/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2762					
148	143	2287/4	2367/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2763					
148	143	568	588	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2764					
148	143	570	590	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2765					
148	143	568	588	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2766					
148	143	569	589	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2767					
148	143	570	590	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2768					
148	143	571	591	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2769					
148	143	568	588	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2770					
148	143	569	589	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2771					
148	143	570	590	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2772					
148	143	571	591	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2773					
149	144	572	592	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2774					
149	144	574	594	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2775					
149	144	572	592	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2776					
149	144	2289/4	2369/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2777					
149	144	1145/2	1185/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2778					
149	144	2291/4	2371/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2779					
149	144	573	593	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2780					
149	144	2293/4	2373/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2781					
149	144	1147/2	1187/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2782					
149	144	2295/4	2375/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2783					
149	144	574	594	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2784					
149	144	2297/4	2377/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2785					
149	144	1149/2	1189/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2786					
149	144	2299/4	2379/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2787					
149	144	575	595	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2788					
149	144	2301/4	2381/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2789					
149	144	1151/2	1191/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2790					
149	144	2303/4	2383/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2791					
149	144	572	592	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2792					
149	144	573	593	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2793					
149	144	574	594	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2794					
149	144	575	595	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2795					
149	144	572	592	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2796					
149	144	573	593	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2797					
149	144	574	594	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2798					
149	144	575	595	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2799					
150	145	576	596	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2800					
150	145	2305/4	2385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2801					
150	145	1153/2	1193/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2802					
150	145	2307/4	2387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2803					
150	145	577	597	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2804					
150	145	2309/4	2389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2805					
150	145	1155/2	1195/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2806					
150	145	2311/4	2391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2807					
150	145	578	598	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2808					
150	145	2313/4	2393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2809					
150	145	1157/2	1197/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2810					
150	145	2315/4	2395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2811					
150	145	579	599	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2812					
150	145	2317/4	2397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2813					
150	145	1159/2	1199/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2814					
150	145	2319/4	2399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2815					
150	145	576	596	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2816					
150	145	577	597	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2817					
150	145	578	598	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2818					
150	145	579	599	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2819					
150	145	576	596	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2820					
150	145	577	597	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2821					
150	145	578	598	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2822					
150	145	579	599	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2823					
150	145	576	596	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2824					
150	145	577	597	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2825					
150	145	578	598	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2826					
150	145	579	599	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2827					
151	146	580	600	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2828					
151	146	581	601	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2829					
151	146	582	602	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2830					
151	146	583	603	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2831					
151	146	580	600	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2832					
151	146	581	601	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2833					
151	146	582	602	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2834					
151	146	583	603	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2835					
151	146	580	600	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2836					
151	146	581	601	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2837					
151	146	582	602	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2838					
151	146	583	603	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2839					
151	146	580	600	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	2840					
151	146	2321/4	2401/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	2841					
151	146	1161/2	1201/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	2842					
151	146	2323/4	2403/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	2843					
151	146	581	601	0.25		1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	2844					
151	146	2325/4	2405/4	0.25		5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	2845					
151	146	1163/2	1203/2	0.25		3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	2846					
151	146	2327/4	2407/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	2847					
151	146	582	602	0.25		1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	2848					
151	146	2329/4	2409/4	0.25		9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	2849					
151	146	1165/2	1205/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	2850					
151	146	2331/4	2411/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	2851					
151	146	583	603	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	2852					
151	146	2333/4	2413/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	2853					
151	146	1167/2	1207/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	2854					
151	146	2335/4	2415/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	2855					
152	147	584	604	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2856					
152	147	585	605	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2857					
152	147	586	606	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2858					
152	147	587	607	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2859					
152	147	584	604	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2860					
152	147	585	605	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2861					
152	147	586	606	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2862					
152	147	587	607	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2863					
152	147	584	604	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2864					
152	147	585	605	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2865					
152	147	586	606	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2866					
152	147	587	607	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2867					
152	147	584	604	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	2868					
152	147	2337/4	2417/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	2869					
152	147	1169/2	1209/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	2870					
152	147	2339/4	2419/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	2871					
152	147	585	605	0.25		1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	2872					
152	147	2341/4	2421/4	0.25		5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	2873					
152	147	1171/2	1211/2	0.25		3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	2874					
152	147	2343/4	2423/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	2875					
152	147	586	606	0.25		1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	2876					
152	147	2345/4	2425/4	0.25		9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	2877					
152	147	1173/2	1213/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	2878					
152	147	2347/4	2427/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	2879					
152	147	587	607	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	2880					
152	147	2349/4	2429/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	2881					
152	147	1175/2	1215/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	2882					
152	147	2351/4	2431/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	2883					
153	148	588	608	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2884					
153	148	589	609	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2885					
153	148	590	610	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2886					
153	148	588	608	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2887					
153	148	2353/4	2433/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2888					
153	148	1177/2	1217/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2889					
153	148	2355/4	2435/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2890					
153	148	589	609	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2891					
153	148	2357/4	2437/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2892					
153	148	1179/2	1219/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2893					
153	148	2359/4	2439/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2894					
153	148	590	610	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2895					
153	148	2361/4	2441/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2896					
153	148	1181/2	1221/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2897					
153	148	2363/4	2443/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2898					
153	148	591	611	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2899					
153	148	2365/4	2445/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2900					
153	148	1183/2	1223/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2901					
153	148	2367/4	2447/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2902					
153	148	588	608	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2903					
153	148	589	609	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	2904					
153	148	2357/4	2437/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	2905					
153	148	1179/2	1219/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	2906					
153	148	2359/4	2439/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	2907					
153	148	590	610	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	2908					
153	148	2361/4	2441/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	2909					
153	148	1181/2	1221/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2910					
153	148	2363/4	2443/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2911					
153	148	591	611	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	2912					
153	148	2365/4	2445/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	2913					
153	148	1183/2	1223/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	2914					
153	148	2367/4	2447/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	2915					
153	148	588	608	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2916					
153	148	589	609	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2917					
153	148	590	610	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2918					
153	148	591	611	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2919					
154	149	592	612	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2920					
154	149	1185/2	1225/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	2921					
154	149	1187/2	1227/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2922					
154	149	594	614	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2923					
154	149	1189/2	1229/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	2924					
154	149	1191/2	1231/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2925					
154	149	592	612	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2926					
154	149	595	615	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2927					
154	149	592	612	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	2928					
154	149	2369/4	2449/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	2929					
154	149	1185/2	1225/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	2930					
154	149	2371/4	2451/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	2931					
154	149	593	613	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	2932					
154	149	2373/4	2453/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	2933					
154	149	1187/2	1227/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	2934					
154	149	2375/4	2455/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	2935					
154	149	594	614	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	2936					
154	149	2377/4	2457/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	2937					
154	149	1189/2	1229/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2938					
154	149	2379/4	2459/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2939					
154	149	595	615	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	2940					
154	149	2381/4	2461/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	2941					
154	149	1191/2	1231/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	2942					
154	149	2383/4	2463/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	2943					
154	149	592	612	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2944					
154	149	593	613	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2945					
154	149	594	614	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2946					
154	149	595	615	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2947					
155	150	596	616	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2948					
155	150	599	619	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2949					
155	150	596	616	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2950					
155	150	2385/4	2465/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2951					
155	150	1193/2	1233/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2952					
155	150	2387/4	2467/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2953					
155	150	597	617	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	2954					
155	150	2389/4	2469/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	2955					
155	150	1195/2	1235/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	2956					
155	150	2391/4	2471/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	2957					
155	150	598	618	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2958					
155	150	2393/4	2473/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2959					
155	150	1197/2	1237/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2960					
155	150	2395/4	2475/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2961					
155	150	599	619	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	2962					
155	150	2397/4	2477/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	2963					
155	150	1199/2	1239/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	2964					
155	150	2399/4	2479/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	2965					
155	150	596	616	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2966					
155	150	598	618	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2967					
155	150	596	616	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2968					
155	150	598	618	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2969					
156	151	600	620	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2970					
156	151	2401/4	2481/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2971					
156	151	1201/2	1241/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2972					
156	151	2403/4	2483/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2973					
156	151	601	621	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2974					
156	151	2405/4	2485/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2975					
156	151	1203/2	1243/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2976					
156	151	2407/4	2487/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2977					
156	151	602	622	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2978					
156	151	2409/4	2489/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2979					
156	151	1205/2	1245/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2980					
