mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
77	76	152	152	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1355													
77	76	301/2	301/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1356													
77	76	303/2	303/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1357													
77	76	1215/8	1215/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1358													
77	76	152	152	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1359													
77	76	1219/8	1219/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1360													
77	76	301/2	301/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1361													
77	76	303/2	303/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1362													
77	76	1215/8	1215/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1363													
77	76	152	152	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1364													
77	76	1219/8	1219/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1365													
77	76	301/2	301/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1366													
77	76	303/2	303/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1367													
77	76	1215/8	1215/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1368													
77	76	152	152	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1369													
77	76	1219/8	1219/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1370													
78	77	1223/8	1223/8	0.0	3/32	3/32	Dynamic	2/4	1	1	0						p												
78	77	1223/8	1223/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1371									213				
78	77	153	153	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1372									213				
78	77	1227/8	1227/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1373													
78	77	307/2	307/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1374													
78	77	615/4	615/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1375													
78	77	154	154	0.0	3/8	3/8	Spanner	2/4	1	1	0																16		
78	77	617/4	617/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1376											16		
78	77	305/2	305/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
78	77	305/2	305/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1377													
78	77	307/2	307/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1378													
78	77	615/4	615/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1379													
78	77	154	154	0.0	3/8	3/8	Spanner	2/4	2	1	0																17		
78	77	617/4	617/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1380											17		
78	77	305/2	305/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
78	77	305/2	305/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1381													
78	77	307/2	307/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1382													
78	77	615/4	615/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1383													
78	77	154	154	0.0	3/8	3/8	Spanner	2/4	3	1	0																18		
78	77	617/4	617/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1384											18		
78	77	305/2	305/2	0.0	0	0	Dynamic	2/4	4	1	0						p												
78	77	305/2	305/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	1385									214				
78	77	154	154	0.0	3/8	3/8	Spanner	2/4	4	1	0																19		
78	77	154	154	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1386											19		
79	78	619/4	619/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1387											16		
79	78	621/4	621/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1388											16		
79	78	623/4	623/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1389											16		
79	78	625/4	625/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1390											16		
79	78	619/4	619/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1391											17		
79	78	621/4	621/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1392											17		
79	78	623/4	623/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1393											17		
79	78	625/4	625/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1394											17		
79	78	619/4	619/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1395											18		
79	78	621/4	621/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1396											18		
79	78	623/4	623/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1397											18		
79	78	625/4	625/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1398											18		
79	78	309/2	309/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1399									215		19		
79	78	155	155	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1400									215		19		
79	78	311/2	311/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1401									215		19		
79	78	156	156	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1402											19		
80	79	627/4	627/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1403											16		
80	79	629/4	629/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1404											16		
80	79	631/4	631/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1405											16		
80	79	633/4	633/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1406											16		
80	79	627/4	627/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1407											17		
80	79	629/4	629/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1408											17		
80	79	631/4	631/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1409											17		
80	79	633/4	633/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1410											17		
80	79	627/4	627/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1411											18		
80	79	629/4	629/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1412											18		
80	79	631/4	631/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1413											18		
80	79	633/4	633/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1414											18		
80	79	313/2	313/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1415									216		19		
80	79	157	157	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1416									216		19		
80	79	315/2	315/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1417									216		19		
80	79	158	158	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1418											19		
81	80	1271/8	1271/8	0.0	3/32	3/32	Dynamic	2/4	1	1	0						pp												
81	80	1271/8	1271/8	0.0	3/32	3/32	Spanner	2/4	1	1	0																		
81	80	1271/8	1271/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1419									217				
81	80	159	159	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1420									217				
81	80	1275/8	1275/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1421													
81	80	319/2	319/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1422									218				
81	80	160	160	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1423													
81	80	635/4	635/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0						pp												
81	80	635/4	635/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																		
81	80	635/4	635/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16			1/8	3/2	1424													
81	80	319/2	319/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1425													
81	80	1279/8	1279/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1426													
81	80	160	160	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1427													
81	80	1283/8	1283/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1428													
81	80	635/4	635/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0						pp												
81	80	635/4	635/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																		
81	80	635/4	635/4	0.75	1/16	1/16	Chord	2/4	3	1	3/16			1/8	3/2	1429													
81	80	319/2	319/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1430													
81	80	1279/8	1279/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1431													
81	80	160	160	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1432													
81	80	1283/8	1283/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1433													
81	80	317/2	317/2	0.0	0	0	Dynamic	2/4	4	1	0						pp												
81	80	317/2	317/2	0.0	0	0	Spanner	2/4	4	1	0																		
81	80	317/2	317/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1434													
81	80	319/2	319/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1435													
81	80	1279/8	1279/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1436													
81	80	160	160	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1437													
81	80	1283/8	1283/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1438													
82	81	321/2	321/2	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	1439									219				
82	81	1287/8	1287/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1440									219				
82	81	161	161	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1441									219				
82	81	1291/8	1291/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1442													
82	81	323/2	323/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1443									220				
82	81	162	162	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1444													
82	81	321/2	321/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1445													
82	81	323/2	323/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1446													
82	81	1295/8	1295/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1447													
82	81	162	162	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1448													
82	81	1299/8	1299/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1449													
82	81	321/2	321/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1450													
82	81	323/2	323/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1451													
82	81	1295/8	1295/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1452													
82	81	162	162	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1453													
82	81	1299/8	1299/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1454													
82	81	321/2	321/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1455													
82	81	323/2	323/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1456													
82	81	1295/8	1295/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1457													
82	81	162	162	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1458													
82	81	1299/8	1299/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1459													
83	82	325/2	325/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1460													
83	82	651/4	651/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																	56	
83	82	651/4	651/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1461									221			56	
83	82	163	163	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1462									221			56	
83	82	653/4	653/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1463									221			56	
83	82	327/2	327/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1464												56	
83	82	655/4	655/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1465									222			56	
83	82	164	164	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1466									222			56	
83	82	657/4	657/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1467												56	
83	82	325/2	325/2	0.0	0	0	Spanner	2/4	2	1	0																	57	
83	82	325/2	325/2	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	1468												57	
83	82	164	164	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1469												57	
83	82	325/2	325/2	0.0	0	0	Spanner	2/4	3	1	0																	58	
83	82	325/2	325/2	1.5	0	0	Chord	2/4	3	1	3/8			1/4	3/2	1470												58	
83	82	164	164	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	1471												58	
83	82	325/2	325/2	0.0	0	0	Spanner	2/4	4	1	0																	59	
83	82	325/2	325/2	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	1472												59	
84	83	329/2	329/2	0.0	0	0	Dynamic	2/4	1	1	0						p												
84	83	329/2	329/2	0.0	0	0	StaffText	2/4	1	1	0								cantabile										
84	83	329/2	329/2	0.0	0	0	Spanner	2/4	1	1	0																		
84	83	329/2	329/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1473													
84	83	331/2	331/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1474													
84	83	663/4	663/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1475									223				
84	83	166	166	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1476									223				
84	83	665/4	665/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1477													
84	83	329/2	329/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
84	83	329/2	329/2	0.0	0	0	Spanner	2/4	2	1	0																		
84	83	329/2	329/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1478													
84	83	659/4	659/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1479									224				
84	83	165	165	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1480									224				
84	83	661/4	661/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1481													
84	83	331/2	331/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1482													
84	83	665/4	665/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1483													
84	83	329/2	329/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
84	83	329/2	329/2	0.0	0	0	Spanner	2/4	3	1	0																		
84	83	329/2	329/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1484													
84	83	659/4	659/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1485									225				
84	83	165	165	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1486									225				
84	83	661/4	661/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1487													
84	83	331/2	331/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	1488									226				
84	83	329/2	329/2	0.0	0	0	Dynamic	2/4	4	1	0						p												
84	83	329/2	329/2	0.0	0	0	Spanner	2/4	4	1	0																		
84	83	329/2	329/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1489													
84	83	331/2	331/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	1490													
85	84	333/2	333/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1491													
85	84	335/2	335/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																	60	
85	84	335/2	335/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1492												60	
85	84	671/4	671/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1493									227			60	
85	84	168	168	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1494									227			60	
85	84	673/4	673/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1495												60	
85	84	333/2	333/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1496													
85	84	667/4	667/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1497									228				
85	84	167	167	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1498									228				
85	84	669/4	669/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1499													
85	84	335/2	335/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																	61	
85	84	335/2	335/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1500												61	
85	84	673/4	673/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1501												61	
85	84	333/2	333/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1502													
85	84	667/4	667/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1503									229				
85	84	167	167	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1504									229				
85	84	669/4	669/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1505													
85	84	335/2	335/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																	62	
85	84	335/2	335/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	1506									230			62	
85	84	333/2	333/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1507													
85	84	335/2	335/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																	63	
85	84	335/2	335/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	1508												63	
86	85	337/2	337/2	0.0	0	0	Spanner	2/4	1	1	0																		
86	85	337/2	337/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1509													
86	85	339/2	339/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1510													
86	85	679/4	679/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1511									231				
86	85	170	170	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1512									231				
86	85	681/4	681/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1513													
86	85	337/2	337/2	0.0	0	0	Spanner	2/4	2	1	0																		
86	85	337/2	337/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1514													
86	85	675/4	675/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1515									232				
86	85	169	169	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1516									232				
86	85	677/4	677/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1517													
86	85	339/2	339/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1518													
86	85	337/2	337/2	0.0	0	0	Spanner	2/4	3	1	0																		
86	85	337/2	337/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1519													
86	85	675/4	675/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1520									233				
86	85	169	169	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1521									233				
86	85	677/4	677/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1522													
86	85	339/2	339/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1523									234				
86	85	170	170	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1524									234				
86	85	681/4	681/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1525													
86	85	337/2	337/2	0.0	0	0	Spanner	2/4	4	1	0																		
86	85	337/2	337/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1526													
86	85	339/2	339/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1527									235				
86	85	170	170	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1528									235				
86	85	681/4	681/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1529													
87	86	341/2	341/2	0.0	0	0	Dynamic	2/4	1	1	0						p												
87	86	341/2	341/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1530									236				
87	86	683/4	683/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1531									236				
87	86	171	171	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1532									236				
87	86	685/4	685/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1533													
87	86	343/2	343/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1534									237				
87	86	687/4	687/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1535									237				
87	86	172	172	0.0	3/8	3/8	Chord	2/4	1	1	0	acciaccatura		1/16	1	1536									237				
87	86	172	172	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1537									237				
87	86	689/4	689/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1538													
87	86	341/2	341/2	0.0	0	0	Dynamic	2/4	2	1	0						p												
87	86	341/2	341/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1539													
87	86	171	171	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1540													
87	86	343/2	343/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1541													
87	86	172	172	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1542													
87	86	341/2	341/2	0.0	0	0	Dynamic	2/4	3	1	0						p												
87	86	341/2	341/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1543													
87	86	171	171	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	1544													
87	86	343/2	343/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1545													
87	86	172	172	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	1546													
87	86	341/2	341/2	0.0	0	0	Dynamic	2/4	4	1	0						p												
87	86	341/2	341/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1547													
87	86	171	171	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1548													
87	86	343/2	343/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1549													
87	86	172	172	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1550													
88	87	345/2	345/2	0.0	0	0	Spanner	2/4	1	1	0																	64	
88	87	345/2	345/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1551												64	
88	87	173	173	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1552												64	
88	87	347/2	347/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1553												64	
88	87	695/4	695/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1554									238			64	
88	87	174	174	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1555									238			64	
88	87	697/4	697/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1556												64	
88	87	345/2	345/2	0.0	0	0	Spanner	2/4	2	1	0																	65	
88	87	345/2	345/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1557												65	
88	87	691/4	691/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1558									239			65	
88	87	173	173	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1559									239			65	
88	87	693/4	693/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1560												65	
88	87	347/2	347/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1561									240			65	
88	87	697/4	697/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1562												65	
88	87	345/2	345/2	0.0	0	0	Spanner	2/4	3	1	0																	66	
88	87	345/2	345/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1563												66	
88	87	173	173	0.5	1/8	1/8	Chord	2/4	3	1	1/8			1/8	1	1564												66	
88	87	347/2	347/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4			1/4	1	1565									241			66	
88	87	345/2	345/2	0.0	0	0	Spanner	2/4	4	1	0																	67	
88	87	345/2	345/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1566												67	
88	87	173	173	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1567												67	
88	87	347/2	347/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	1568												67	
89	88	349/2	349/2	0.0	0	0	Spanner	2/4	1	1	0																		
89	88	349/2	349/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1569													
89	88	175	175	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1570													
89	88	351/2	351/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1571													
89	88	703/4	703/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1572									242				
89	88	176	176	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1573									242				
89	88	705/4	705/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1574													
89	88	349/2	349/2	0.0	0	0	Spanner	2/4	2	1	0																		
89	88	349/2	349/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1575													
89	88	699/4	699/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1576									243				
89	88	175	175	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1577									243				
89	88	701/4	701/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1578													
89	88	351/2	351/2	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	1579													
89	88	705/4	705/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1580													
89	88	349/2	349/2	0.0	0	0	Spanner	2/4	3	1	0																		
89	88	349/2	349/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1581													
89	88	699/4	699/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1582									244				
89	88	175	175	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1583									244				
89	88	701/4	701/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1584													
89	88	351/2	351/2	0.75	1/4	1/4	Chord	2/4	3	1	3/16			1/8	3/2	1585													
89	88	705/4	705/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1586													
89	88	349/2	349/2	0.0	0	0	Spanner	2/4	4	1	0																		
89	88	349/2	349/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1587													
89	88	175	175	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1588													
89	88	351/2	351/2	1.0	1/4	1/4	Chord	2/4	4	1	1/4			1/4	1	1589													
90	89	353/2	353/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1590													
90	89	355/2	355/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0						pp												
