mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
282	282	843	843	0.0	0	0	Dynamic	3/4	1	1	0					f													
282	282	843	843	0.0	0	0	Spanner	3/4	1	1	0																		
282	282	843	843	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3504														
282	282	1689/2	1689/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3505														
282	282	845	845	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3506														
282	282	1691/2	1691/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3507														
282	282	843	843	0.0	0	0	Dynamic	3/4	2	1	0					f													
282	282	843	843	0.0	0	0	Spanner	3/4	2	1	0																		
282	282	843	843	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3508														
282	282	1687/2	1687/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3509														
282	282	844	844	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3510														
282	282	845	845	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3511														
282	282	843	843	0.0	0	0	Dynamic	3/4	3	1	0					f													
282	282	843	843	0.0	0	0	Spanner	3/4	3	1	0																		
282	282	843	843	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3512														
282	282	1687/2	1687/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3513														
282	282	844	844	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3514														
282	282	845	845	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3515														
282	282	843	843	0.0	0	0	Dynamic	3/4	4	1	0					f													
282	282	843	843	0.0	0	0	Spanner	3/4	4	1	0																		
282	282	843	843	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3516														
282	282	1687/2	1687/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3517														
282	282	844	844	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3518														
282	282	845	845	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3519														
283	283	846	846	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3520														
283	283	1695/2	1695/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3521														
283	283	848	848	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3522														
283	283	1697/2	1697/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3523														
283	283	846	846	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	3524														
283	283	1695/2	1695/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3525														
283	283	848	848	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3526														
283	283	1697/2	1697/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3527														
283	283	846	846	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	3528														
283	283	1695/2	1695/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3529														
283	283	848	848	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3530														
283	283	1697/2	1697/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3531														
283	283	846	846	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3532														
283	283	1693/2	1693/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3533														
283	283	847	847	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3534														
283	283	848	848	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3535														
284	284	849	849	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3536														
284	284	1699/2	1699/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3537														
284	284	850	850	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3538														
284	284	1701/2	1701/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3539														
284	284	851	851	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3540														
284	284	1703/2	1703/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3541														
284	284	849	849	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	3542														
284	284	849	849	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3543														
284	284	849	849	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3544														
285	285	852	852	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3545														
285	285	852	852	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3546														
285	285	1707/2	1707/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					f													
285	285	1707/2	1707/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3547		articStaccatoAbove												
285	285	854	854	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3548		articStaccatoAbove												
285	285	1709/2	1709/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3549		articStaccatoAbove												
285	285	852	852	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3550														
285	285	1707/2	1707/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					f													
285	285	1707/2	1707/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3551		articStaccatoAbove												
285	285	854	854	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3552		articStaccatoAbove												
285	285	1709/2	1709/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3553		articStaccatoAbove												
285	285	852	852	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3554														
286	286	1713/2	1713/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f													
286	286	1713/2	1713/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3555														
286	286	857	857	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3556														
286	286	1715/2	1715/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3557														
286	286	855	855	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3558														
286	286	855	855	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3559														
287	287	858	858	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3560														
287	287	1719/2	1719/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p													
287	287	1719/2	1719/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3561														
287	287	860	860	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3562														
287	287	1721/2	1721/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3563														
288	288	861	861	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3564														
288	288	862	862	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3565														
288	288	863	863	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3566														
288	288	861	861	0.0	0	0	Dynamic	3/4	2	1	0					p													
288	288	861	861	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3567														
288	288	862	862	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3568														
288	288	863	863	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3569														
288	288	861	861	0.0	0	0	Dynamic	3/4	3	1	0					p													
288	288	861	861	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3570														
288	288	862	862	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3571														
288	288	863	863	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3572														
288	288	861	861	0.0	0	0	Dynamic	3/4	4	1	0					p													
288	288	861	861	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3573														
288	288	862	862	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3574														
288	288	863	863	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3575														
289	289	864	864	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3576														
289	289	864	864	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3577														
289	289	1731/2	1731/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3578														
289	289	866	866	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3579														
289	289	1733/2	1733/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3580														
289	289	864	864	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3581														
289	289	864	864	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3582														
290	290	867	867	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3583														
290	290	867	867	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3584														
290	290	867	867	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3585														
290	290	1737/2	1737/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3586		articStaccatoAbove												
290	290	869	869	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3587		articStaccatoAbove												
290	290	1739/2	1739/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3588		articStaccatoAbove												
290	290	867	867	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3589														
291	291	1743/2	1743/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3590														
291	291	872	872	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3591														
291	291	1745/2	1745/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3592														
291	291	870	870	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3593		articStaccatoAbove												
292	292	873	873	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3594														
292	292	874	874	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3595														
292	292	875	875	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3596														
292	292	873	873	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3597														
292	292	874	874	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3598														
292	292	875	875	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3599														
292	292	873	873	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3600														
292	292	874	874	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3601														
292	292	875	875	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3602														
292	292	873	873	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3603														
292	292	874	874	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3604														
292	292	875	875	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3605														
293	293	876	876	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3606														
293	293	876	876	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3607														
293	293	1755/2	1755/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3608		articStaccatoBelow												
293	293	878	878	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3609		articStaccatoBelow												
293	293	1757/2	1757/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3610		articStaccatoBelow												
293	293	876	876	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3611														
293	293	876	876	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3612														
294	294	879	879	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3613														
294	294	879	879	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3614														
294	294	879	879	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3615														
294	294	1761/2	1761/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3616		articStaccatoAbove												
294	294	881	881	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3617		articStaccatoAbove												
294	294	1763/2	1763/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3618		articStaccatoAbove												
294	294	879	879	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3619														
295	295	1767/2	1767/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3620														
295	295	884	884	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3621														
295	295	1769/2	1769/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3622														
295	295	882	882	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3623														
296	296	885	885	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3624														
296	296	886	886	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3625														
296	296	887	887	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3626														
296	296	885	885	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3627														
296	296	886	886	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3628														
296	296	887	887	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3629														
296	296	885	885	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3630														
296	296	886	886	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3631														
296	296	887	887	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3632														
296	296	885	885	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3633														
296	296	886	886	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3634														
296	296	887	887	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3635														
297	297	888	888	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3636														
297	297	888	888	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3637														
297	297	1779/2	1779/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3638														
297	297	890	890	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3639														
297	297	1781/2	1781/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3640														
297	297	888	888	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3641														
297	297	888	888	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3642														
298	298	891	891	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3643														
298	298	891	891	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3644														
298	298	891	891	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3645														
298	298	1785/2	1785/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3646														
298	298	893	893	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3647														
298	298	1787/2	1787/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3648														
298	298	891	891	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3649														
299	299	1791/2	1791/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3650														
299	299	896	896	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3651														
299	299	1793/2	1793/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3652														
299	299	894	894	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3653														
300	300	897	897	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3654														
300	300	898	898	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3655														
300	300	899	899	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3656														
300	300	897	897	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3657														
300	300	898	898	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3658														
300	300	899	899	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3659														
300	300	897	897	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3660														
300	300	898	898	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3661														
300	300	899	899	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3662														
300	300	897	897	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3663														
300	300	898	898	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3664														
300	300	899	899	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3665														
301	301	900	900	0.0	0	0	Dynamic	3/4	1	1	0					p													
301	301	900	900	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3666										361				
301	301	900	900	0.0	0	0	Dynamic	3/4	2	1	0					p													
301	301	900	900	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3667														
301	301	1803/2	1803/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3668														
301	301	902	902	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3669														
301	301	1805/2	1805/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3670														
301	301	900	900	0.0	0	0	Dynamic	3/4	3	1	0					p													
301	301	900	900	0.0	0	0	Dynamic	3/4	3	1	0					p													
301	301	900	900	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3671														
301	301	900	900	0.0	0	0	Dynamic	3/4	4	1	0					p													
301	301	900	900	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3672										362				
302	302	903	903	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3673										361				
302	302	903	903	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3674														
302	302	1809/2	1809/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3675														
302	302	905	905	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3676														
302	302	1811/2	1811/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3677														
302	302	903	903	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3678										362				
303	303	906	906	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3679										361				
303	303	1815/2	1815/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3680														
303	303	908	908	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3681														
303	303	1817/2	1817/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3682														
303	303	906	906	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3683														
303	303	1815/2	1815/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3684														
303	303	908	908	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3685														
303	303	1817/2	1817/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3686														
303	303	906	906	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3687										362				
304	304	909	909	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3688														
304	304	909	909	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3689														
304	304	910	910	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3690														
304	304	911	911	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3691														
304	304	909	909	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3692														
304	304	910	910	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3693														
304	304	911	911	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3694														
304	304	909	909	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3695														
305	305	912	912	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3696										363				
305	305	912	912	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3697		articAccentBelow												
305	305	1827/2	1827/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																		4
305	305	1827/2	1827/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3698														4
305	305	914	914	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3699														4
305	305	1829/2	1829/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3700														4
305	305	912	912	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3701		articAccentBelow												
305	305	912	912	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3702										364				
306	306	915	915	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3703										363				
306	306	915	915	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3704														4
306	306	1833/2	1833/2	0.0	3/8	3/8	Spanner	3/4	3	1	0																		5
306	306	1833/2	1833/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3705														5
306	306	917	917	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3706														5
306	306	1835/2	1835/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3707														5
306	306	915	915	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3708										364				
307	307	918	918	0.0	0	0	Spanner	3/4	1	1	0														363				6
307	307	918	918	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3709										363				6
307	307	1839/2	1839/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3710														4
307	307	920	920	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3711														4
307	307	1841/2	1841/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3712														4
307	307	918	918	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3713														5
307	307	1839/2	1839/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3714														5
307	307	920	920	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3715														5
307	307	1841/2	1841/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3716														5
307	307	918	918	0.0	0	0	Spanner	3/4	4	1	0														364				7
307	307	918	918	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3717										364				7
308	308	921	921	0.0	0	0	Dynamic	3/4	1	1	0					sf													6
308	308	921	921	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3718														6
308	308	921	921	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3719														4
308	308	922	922	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3720														4
308	308	923	923	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3721														4
308	308	921	921	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3722														5
308	308	922	922	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3723														5
308	308	923	923	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3724														5
308	308	921	921	0.0	0	0	Dynamic	3/4	4	1	0					sf													7
308	308	921	921	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3725														7
309	309	924	924	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3726										365				6
309	309	924	924	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3727		articAccentBelow												4
309	309	1851/2	1851/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3728														4
309	309	926	926	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3729														4
309	309	1853/2	1853/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3730														4
309	309	924	924	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3731		articAccentBelow												5
309	309	924	924	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3732										366				7
310	310	927	927	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3733										365				6
310	310	927	927	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3734														4
310	310	1857/2	1857/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3735														5
310	310	929	929	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3736														5
310	310	1859/2	1859/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3737														5
310	310	927	927	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3738										366				7
311	311	930	930	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3739										365				6
311	311	1863/2	1863/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3740														4
311	311	932	932	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
311	311	932	932	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3741														
311	311	1865/2	1865/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3742														
311	311	930	930	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3743														5
311	311	1863/2	1863/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3744														5
311	311	932	932	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3745														5
311	311	1865/2	1865/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3746														5
311	311	930	930	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3747										366				7
312	312	933	933	0.0	0	0	Spanner	3/4	1	1	0																		
312	312	933	933	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3748														
312	312	933	933	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3749														
312	312	934	934	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3750														
312	312	935	935	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3751														
312	312	933	933	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3752														5
312	312	934	934	0.0	1/4	1/4	Spanner	3/4	3	1	0																		
312	312	934	934	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3753														
312	312	935	935	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3754														
312	312	933	933	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3755														7
313	313	936	936	0.0	0	0	Spanner	3/4	1	1	0																0		
313	313	936	936	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3756										367		0		
313	313	936	936	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3757		articAccentAbove												
313	313	1875/2	1875/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																1		
313	313	1875/2	1875/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3758												1		
313	313	938	938	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3759												1		
313	313	1877/2	1877/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3760												1		
313	313	936	936	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	3761		articAccentBelow												
313	313	936	936	0.0	0	0	Spanner	3/4	4	1	0																		
313	313	936	936	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3762										368				
314	314	939	939	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	3763										367		0		
314	314	939	939	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3764												1		
314	314	1881/2	1881/2	0.0	3/8	3/8	StaffText	3/4	3	1	0							dimin.											
314	314	1881/2	1881/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3765														
314	314	941	941	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3766														
314	314	1883/2	1883/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3767														
314	314	939	939	0.0	0	0	Spanner	3/4	4	1	0														368		2		
314	314	939	939	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3768										368		2		
