mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
12	12	47	47	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	170		articStaccatoBelow									
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	171		articStaccatoBelow									
12	12	44	44	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	172									24		
12	12	89/2	89/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8			1/8	1	173											
12	12	45	45	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	174		articStaccatoBelow									
12	12	91/2	91/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	175		articStaccatoBelow									
12	12	46	46	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	176									25		
12	12	93/2	93/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	177											
12	12	47	47	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	178		articStaccatoBelow									
12	12	95/2	95/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	179		articStaccatoBelow									
13	13	48	48	0.0	0	0	Dynamic	2/2	1	1	0						f										
13	13	48	48	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	180											
13	13	50	50	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	181											
13	13	48	48	0.0	0	0	Dynamic	2/2	2	1	0						sf										
13	13	48	48	0.0	0	0	Dynamic	2/2	2	1	0						p										
13	13	48	48	4.0	0	0	Chord	2/2	2	1	1			1	1	182											
13	13	48	48	0.0	0	0	Dynamic	2/2	3	1	0						sf										
13	13	48	48	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	183											
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	3	1	0						p										
13	13	50	50	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	184											
13	13	48	48	0.0	0	0	Dynamic	2/2	4	1	0						sf										
13	13	48	48	0.0	0	0	StaffText	2/2	4	1	0								arco								
13	13	48	48	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	185											
13	13	50	50	0.0	1/2	1/2	Dynamic	2/2	4	1	0						p										
13	13	50	50	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	186											
14	14	52	52	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	187											
14	14	54	54	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	188		articStaccatoBelow							26		
14	14	55	55	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	189		articStaccatoBelow							26		
14	14	52	52	4.0	0	0	Chord	2/2	2	1	1			1	1	190											
14	14	52	52	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	191											
14	14	54	54	0.0	1/2	1/2	StaffText	2/2	3	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	192											
14	14	52	52	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	193											
14	14	54	54	0.0	1/2	1/2	StaffText	2/2	4	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	194											
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	195		articStaccatoBelow							26		
15	15	57	57	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	196		articStaccatoBelow									
15	15	59	59	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	197											
15	15	56	56	0.0	0	0	Dynamic	2/2	2	1	0						sf										
15	15	56	56	2.0	0	0	Chord	2/2	2	1	1/2		r16	1/2	1	198											
15	15	58	58	0.0	1/2	1/2	Dynamic	2/2	2	1	0						p										
15	15	58	58	2.0	1/2	1/2	Chord	2/2	2	1	1/2		r16	1/2	1	199											
15	15	56	56	0.0	0	0	Dynamic	2/2	3	1	0						sf										
15	15	56	56	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	200											
15	15	58	58	0.0	1/2	1/2	Dynamic	2/2	3	1	0						p										
15	15	58	58	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	201											
15	15	56	56	0.0	0	0	Dynamic	2/2	4	1	0						sf										
15	15	56	56	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	202											
15	15	58	58	0.0	1/2	1/2	Dynamic	2/2	4	1	0						p										
15	15	58	58	0.0	1/2	1/2	Dynamic	2/2	4	1	0						p										
15	15	58	58	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	203											
16	16	60	60	0.6666666666666666	0	0	Chord	2/2	1	1	1/6			1/4	2/3	204									27		
16	16	182/3	182/3	0.6666666666666666	1/6	1/6	Chord	2/2	1	1	1/6			1/4	2/3	205									27		
16	16	184/3	184/3	0.6666666666666666	1/3	1/3	Chord	2/2	1	1	1/6			1/4	2/3	206									27		
16	16	62	62	0.6666666666666666	1/2	1/2	Chord	2/2	1	1	1/6			1/4	2/3	207									27		
16	16	188/3	188/3	0.6666666666666666	2/3	2/3	Chord	2/2	1	1	1/6			1/4	2/3	208									27		
16	16	190/3	190/3	0.6666666666666666	5/6	5/6	Chord	2/2	1	1	1/6			1/4	2/3	209											
16	16	60	60	2.0	0	0	Chord	2/2	2	1	1/2		r16	1/2	1	210											
16	16	62	62	2.0	1/2	1/2	Chord	2/2	2	1	1/2		r16	1/2	1	211											
16	16	60	60	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	212											
16	16	62	62	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	213											
16	16	60	60	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	214											
16	16	62	62	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	215											
17	17	64	64	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	216											
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	217											
17	17	64	64	0.0	0	0	Dynamic	2/2	2	1	0						pp										
17	17	64	64	2.0	0	0	Chord	2/2	2	1	1/2		r16	1/2	1	218											
17	17	66	66	2.0	1/2	1/2	Chord	2/2	2	1	1/2		r16	1/2	1	219											
17	17	64	64	0.0	0	0	Dynamic	2/2	3	1	0						pp										
17	17	64	64	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	220											
17	17	66	66	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	221											
17	17	64	64	0.0	0	0	Dynamic	2/2	4	1	0						pp										
17	17	64	64	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	222											
17	17	66	66	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	223											
18	18	68	68	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	224											
18	18	69	69	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	225									28		
18	18	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	226									28		
18	18	71	71	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	227											
18	18	68	68	2.0	0	0	Chord	2/2	2	1	1/2		r16	1/2	1	228											
18	18	70	70	2.0	1/2	1/2	Chord	2/2	2	1	1/2		r16	1/2	1	229											
18	18	68	68	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	230											
18	18	70	70	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	231											
18	18	68	68	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	232											
18	18	70	70	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	233											
19	19	72	72	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	234									29		
19	19	74	74	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	235									29		
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2		r16	1/2	1	236											
19	19	74	74	2.0	1/2	1/2	Chord	2/2	2	1	1/2		r16	1/2	1	237											
19	19	72	72	2.0	0	0	Chord	2/2	3	1	1/2		r16	1/2	1	238											
19	19	74	74	2.0	1/2	1/2	Chord	2/2	3	1	1/2		r16	1/2	1	239											
19	19	72	72	2.0	0	0	Chord	2/2	4	1	1/2		r16	1/2	1	240											
19	19	74	74	2.0	1/2	1/2	Chord	2/2	4	1	1/2		r16	1/2	1	241											
20	20	76	76	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	242									29		
