piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	typesetter	originalFormat	musicbrainz	imslp	pdf	P86 (composer)	viaf	wikidata	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument
03op44,1c	1: 2/4	1: 2	155	155	310.0	155	155	310.0		980.75	2516	1181	0	0	437	b	2.1.0	Uli Kneisel	Adrian Nagel	1838	1838	https://en.wikipedia.org/wiki/String_Quartet_No._3_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 3 in D Major	3	Andante espressivo ma con moto	Op. 44, No. 1					2019-07-12	3.02	Microsoft Windows			String Quartet No. 3 in D Major, Op. 44, No. 1	3. Andante espressivo ma con moto	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/03op44,1c.mscx	False	38-91 (D2-G6)	Tom Schreyer	xml	https://musicbrainz.org/work/91de85c4-8bff-3932-829a-c4b2be546e38	https://imslp.org/wiki/String_Quartet_No.3%2C_Op.44_No.1_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10973	Q46096		https://www.wikidata.org/wiki/Q6502965	59-91 (B3-G6)	Violin	58-79 (A#3-G5)	Violin	50-76 (D3-E5)	Viola	38-69 (D2-A4)	Violoncello
03op44,1d	1: 12/8	1: 2	316	316	1896.0	316	316	1896.0		6375.5	5363	2430	0	0	819	D	2.1.0	Uli Kneisel	Adrian Nagel	1838	1838	https://en.wikipedia.org/wiki/String_Quartet_No._3_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 3 in D Major	4	Presto con brio	Op. 44, No. 1					2019-01-09	3.02	Linux	https://musescore.com/nicolas/scores/86459		String Quartet No. 3 in D Major, Op. 44, No. 1	4. Presto con brio	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/03op44,1d.mscx	False	36-93 (C2-A6)	https://musescore.com/nicolas		https://musicbrainz.org/work/8b47753e-4403-3635-a8fa-d3fdeddd4d3d	https://imslp.org/wiki/String_Quartet_No.3%2C_Op.44_No.1_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10973	Q46096		https://www.wikidata.org/wiki/Q6502965	55-93 (G3-A6)	Violin	55-84 (G3-C6)	Violin	48-78 (C3-F#5)	Viola	36-71 (C2-B4)	Violoncello
04op44,2a	1: 4/4	1: 1	282	277	1128.0	376	376	1504.0	[[[97, 98, 99, 100, 101], [102]]]	4113.75	5336	2637	0	0	839	e	2.1.0	Adrian Nagel		1837	1837	https://en.wikipedia.org/wiki/String_Quartet_No._4_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 4 in E Minor	1	Allegro assai appassionato	Op. 44, No. 2					2015-06-20	3.02	Microsoft Windows			String Quartet No. 4 in E Minor, Op. 44, No. 2	1. Allegro assai appassionato	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/04op44,2a.mscx	False	36-91 (C2-G6)	Tom Schreyer		https://musicbrainz.org/work/4aa6a10b-14b4-333e-ac99-6c9658faf929	https://imslp.org/wiki/String_Quartet_No.4%2C_Op.44_No.2_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10974	Q46096		https://www.wikidata.org/wiki/Q7623940	55-91 (G3-G6)	Violin	55-86 (G3-D6)	Violin	48-76 (C3-E5)	Viola	36-71 (C2-B4)	Violoncello
04op44,2b	1: 3/4	1: 4	244	244	732.0	244	244	732.0		2576.0	3770	1228	0	0	829	E	2.1.0	Adrian Nagel		1837	1837	https://en.wikipedia.org/wiki/String_Quartet_No._4_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 4 in E Minor	2	Scherzo: Allegro di molto	Op. 44, No. 2					2019-07-12	3.02	Microsoft Windows			String Quartet No. 4 in E Minor, Op. 44, No. 2	2. Scherzo: Allegro di molto	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/04op44,2b.mscx	False	37-92 (C#2-G#6)	Tom Schreyer	xml	https://musicbrainz.org/work/8055409b-1ac4-375c-901a-95855ba0f41f	https://imslp.org/wiki/String_Quartet_No.4%2C_Op.44_No.2_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10974	Q46096		https://www.wikidata.org/wiki/Q7623940	56-92 (G#3-G#6)	Violin	56-88 (G#3-E6)	Violin	48-78 (B#2-F#5)	Viola	37-69 (C#2-A4)	Violoncello
04op44,2c	1: 4/4	1: 1	83	83	332.0	83	83	332.0		1293.0	2251	1198	0	0	328	G	2.1.0	Adrian Nagel		1837	1837	https://en.wikipedia.org/wiki/String_Quartet_No._4_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 4 in E Minor	3	Andante	Op. 44, No. 2					2019-07-12	3.02	Microsoft Windows			String Quartet No. 4 in E Minor, Op. 44, No. 2	3. Andante	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/04op44,2c.mscx	False	36-93 (C2-A6)	Tom Schreyer	xml	https://musicbrainz.org/work/e6d02f4d-db47-39c1-91cd-8abfd40cf481	https://imslp.org/wiki/String_Quartet_No.4%2C_Op.44_No.2_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10974	Q46096		https://www.wikidata.org/wiki/Q7623940	55-93 (G3-A6)	Violin	55-81 (G3-A5)	Violin	48-76 (C3-E5)	Viola	36-74 (C2-D5)	Violoncello
04op44,2d	1: 3/4	1: 1, 329: 4, 425: 1	515	515	1545.0	515	515	1545.0		5187.5	6093	2723	0	0	794	e	2.1.0	Adrian Nagel		1837	1837	https://en.wikipedia.org/wiki/String_Quartet_No._4_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 4 in E Minor	4	Presto agitato	Op. 44, No. 2					2019-07-12	3.02	Microsoft Windows			String Quartet No. 4 in E Minor, Op. 44, No. 2	4. Presto agitato	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/04op44,2d.mscx	False	36-94 (C2-Bb6)	Tom Schreyer	xml	https://musicbrainz.org/work/f41b5e7a-26fc-3ac7-a589-de7d6770cddc	https://imslp.org/wiki/String_Quartet_No.4%2C_Op.44_No.2_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10974	Q46096		https://www.wikidata.org/wiki/Q7623940	55-94 (G3-Bb6)	Violin	55-88 (G3-E6)	Violin	48-76 (C3-E5)	Viola	36-67 (C2-G4)	Violoncello
05op44,3a	1: 4/4	1: -3	371	369	1477.0	483	480	1921.0		5397.5	7033	3175	0	0	1044	Eb	2.1.0	Adrian Nagel		1837	1838	https://en.wikipedia.org/wiki/String_Quartet_No._5_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 5 in E-flat Major	1	Allegro vivace	Op. 44, No. 3					2019-07-12	3.02	Microsoft Windows			String Quartet No. 5 in E-flat Major, Op. 44, No. 3	1. Allegro vivace	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/05op44,3a.mscx	False	36-94 (C2-Bb6)	Tom Schreyer	xml	https://musicbrainz.org/work/375d2bdf-97e6-3523-ba7c-1f0ec35002d1	https://imslp.org/wiki/String_Quartet_No.5%2C_Op.44_No.3_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10975	Q46096	174395023.0	https://www.wikidata.org/wiki/Q3413866	55-94 (G3-Bb6)	Violin	55-87 (G3-Eb6)	Violin	48-77 (C3-F5)	Viola	36-73 (C2-Db5)	Violoncello
05op44,3b	1: 6/8	1: -3	303	301	903.0	320	317	951.0		3008.0	4194	1718	0	0	635	c	2.1.0	Adrian Nagel		1837	1838	https://en.wikipedia.org/wiki/String_Quartet_No._5_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 5 in E-flat Major	2	Scherzo: Assai leggiero vivace	Op. 44, No. 3					2019-07-12	3.02	Microsoft Windows			String Quartet No. 5 in E-flat Major, Op. 44, No. 3	2. Scherzo: Assai leggiero vivace	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/05op44,3b.mscx	False	36-91 (C2-G6)	Tom Schreyer	xml	https://musicbrainz.org/work/ff97bdd4-2ce7-317c-b8d6-9c1b9f15ae76	https://imslp.org/wiki/String_Quartet_No.5%2C_Op.44_No.3_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10975	Q46096	174395023.0	https://www.wikidata.org/wiki/Q3413866	55-91 (G3-G6)	Violin	55-82 (G3-Bb5)	Violin	48-79 (C3-G5)	Viola	36-69 (C2-A4)	Violoncello
05op44,3c	1: 3/4	1: -4	131	131	393.0	131	131	393.0		1435.5	2714	1302	0	0	385	Ab	2.1.0	Adrian Nagel		1837	1838	https://en.wikipedia.org/wiki/String_Quartet_No._5_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 5 in E-flat Major	3	Adagio non troppo	Op. 44, No. 3					2019-07-12	3.02	Microsoft Windows			String Quartet No. 5 in E-flat Major, Op. 44, No. 3	3. Adagio non troppo	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/05op44,3c.mscx	False	36-92 (C2-Ab6)	Tom Schreyer	xml	https://musicbrainz.org/work/06008b6e-ad99-394b-83da-0d73f8dae2cf	https://imslp.org/wiki/String_Quartet_No.5%2C_Op.44_No.3_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10975	Q46096	174395023.0	https://www.wikidata.org/wiki/Q3413866	55-92 (G3-Ab6)	Violin	55-80 (G3-Ab5)	Violin	48-73 (C3-Db5)	Viola	36-63 (C2-Eb4)	Violoncello
05op44,3d	1: 4/4	1: -3	324	323	1293.0	324	323	1293.0		4859.0	7669	3382	0	0	1000	Eb	2.1.0	Adrian Nagel		1837	1838	https://en.wikipedia.org/wiki/String_Quartet_No._5_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 5 in E-flat Major	4	Molto allegro con fuoco	Op. 44, No. 3					2019-07-12	3.02	Microsoft Windows			String Quartet No. 5 in E-flat Major, Op. 44, No. 3	4. Molto allegro con fuoco	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/05op44,3d.mscx	False	36-94 (C2-Bb6)	Tom Schreyer	xml	https://musicbrainz.org/work/8124dbb9-46fd-3249-ab42-8c86833ec8e5	https://imslp.org/wiki/String_Quartet_No.5%2C_Op.44_No.3_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10975	Q46096	174395023.0	https://www.wikidata.org/wiki/Q3413866	55-94 (G3-Bb6)	Violin	55-87 (G3-Eb6)	Violin	48-78 (C3-Gb5)	Viola	36-68 (C2-Ab4)	Violoncello
06op80a	1: 2/2	1: -4, 213: -1, 259: -4	324	324	1296.0	324	324	1296.0		4909.0	4769	2043	0	0	729	f	2.1.0	Adrian Nagel		1847	1847	https://en.wikipedia.org/wiki/String_Quartet_No._6_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 6 in F Minor	1	Allegro vivace assai	Op. 80					2018-01-23	3.02	Microsoft Windows	https://musescore.com/user/13502736/scores/5361351		String Quartet No. 6 in F Minor, Op. 80	1. Allegro vivace assai	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/06op80a.mscx	False	36-94 (C2-Bb6)	https://musescore.com/musemeister		https://musicbrainz.org/work/b161d7b3-ff66-3f78-a98f-b8da188c45c2	https://imslp.org/wiki/String_Quartet_No.6%2C_Op.80_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10976	Q46096	191502272.0	https://www.wikidata.org/wiki/Q3413720	55-94 (G3-Bb6)	Violin	55-84 (G3-C6)	Violin	48-79 (C3-G5)	Viola	36-68 (C2-Ab4)	Violoncello
06op80b	1: 3/4	1: -4	304	301	910.0	388	387	1162.0	[[[17], [18]], [[88], [89]]]	3154.0	2417	909	0	0	338	f	2.1.0	Adrian Nagel		1847	1847	https://en.wikipedia.org/wiki/String_Quartet_No._6_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 6 in F Minor	2	Allegro assai	Op. 80					2018-01-23	3.02	Microsoft Windows	https://musescore.com/user/13502736/scores/5361351		String Quartet No. 6 in F Minor, Op. 80	2. Allegro assai	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/06op80b.mscx	False	36-87 (C2-Eb6)	https://musescore.com/musemeister		https://musicbrainz.org/work/c81c1bef-78ba-314f-ab06-c6399c6efef8	https://imslp.org/wiki/String_Quartet_No.6%2C_Op.80_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10976	Q46096	191502272.0	https://www.wikidata.org/wiki/Q3413720	58-87 (Bb3-Eb6)	Violin	55-77 (G3-F5)	Violin	48-72 (C3-C5)	Viola	36-59 (C2-B3)	Violoncello
06op80c	1: 2/4	1: -4, 72: 0, 80: -4	121	120	240.5	121	120	240.5		885.62	2202	916	0	0	388	Ab	2.1.0	Adrian Nagel		1847	1847	https://en.wikipedia.org/wiki/String_Quartet_No._6_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 6 in F Minor	3	Adagio 	Op. 80					2018-01-23	3.02	Microsoft Windows	https://musescore.com/user/13502736/scores/5361351		String Quartet No. 6 in F Minor, Op. 80	3. Adagio 	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/06op80c.mscx	False	36-89 (C2-F6)	https://musescore.com/musemeister		https://musicbrainz.org/work/1acff04b-64ef-330f-92e4-3ddc0eaf9493	https://imslp.org/wiki/String_Quartet_No.6%2C_Op.80_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10976	Q46096	191502272.0	https://www.wikidata.org/wiki/Q3413720	55-89 (G3-F6)	Violin	55-77 (G3-F5)	Violin	48-70 (C3-Bb4)	Viola	36-63 (C2-Eb4)	Violoncello
06op80d	1: 2/4	1: -4	461	461	922.0	461	461	922.0		3642.25	3842	1819	0	0	493	f	2.1.0	Adrian Nagel		1847	1847	https://en.wikipedia.org/wiki/String_Quartet_No._6_(Mendelssohn)	Felix Mendelssohn	String Quartet No. 6 in F Minor	4	Finale: Allegro molto	Op. 80					2018-01-23	3.02	Microsoft Windows	https://musescore.com/user/13502736/scores/5361351		String Quartet No. 6 in F Minor, Op. 80	4. Finale: Allegro molto	Felix Mendelssohn	3.6.2	2.5.3	MS3	MS3/06op80d.mscx	False	36-96 (C2-C7)	https://musescore.com/musemeister		https://musicbrainz.org/work/1580ab9d-a93b-3867-ba4f-ff19bb7f1d85	https://imslp.org/wiki/String_Quartet_No.6%2C_Op.80_(Mendelssohn%2C_Felix)	https://imslp.org/wiki/Special:ReverseLookup/10976	Q46096	191502272.0	https://www.wikidata.org/wiki/Q3413720	56-96 (Ab3-C7)	Violin	55-83 (G3-B5)	Violin	48-77 (C3-F5)	Viola	36-67 (C2-G4)	Violoncello
