mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
15	15	1/4	1/4	2/4	4	1	iv						a	v		iv		iv							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.03125	0.21875	0.125
16	16	0	0	2/4	4	1	V(64)						a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	3	2	0.6	0.625	0.25	0.7142857142857143
16	16	1/4	1/4	2/4	4	1	#viio7						a	v		#viio7		#vii	o	7					o7	1	1	9, 6, 3, 0		9	9	1	4	0.2	0.03125	0.59375	0.05
17	17	0	0	2/4	4	1	V(64)						a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	4	2	0.6666666666666666	0.75	0.25	0.75
17	17	1/4	1/4	2/4	4	1	#viio2						a	v		#viio2		#vii	o	2					o7	1	1	0, 9, 6, 3		9	0	1	4	0.2	0.03125	0.71875	0.041666666666666664
18	18	0	0	2/4	4	1	V(64)						a	v		V(64)		V			64				M	1	1	5, 4, 1		5	5	3	2	0.6	0.5	0.25	0.6666666666666666
18	18	1/4	1/4	2/4	4	1	#viio2						a	v		#viio2		#vii	o	2					o7	1	1	0, 9, 6, 3		9	0	1	4	0.2	0.03125	0.71875	0.041666666666666664
19	19	0	0	2/4	4	1	i.V65						a	i		V65		V		65					Mm7	1	1	8, 5, 2, 4		4	8	1	3	0.25	0.125	0.5	0.2
19	19	1/8	1/8	2/4	4	1	V/iv						a	i		V/iv		V				iv			M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
19	19	1/4	1/4	2/4	4	1	iv						a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
20	20	0	0	2/4	4	1	V7/III						a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	2	6	0.25	0.25	0.75	0.25
20	20	1/4	1/4	2/4	4	1	III						a	i		III		III							M	1	1	0, 4, 1		0	0	0	7	0.0	0.0	1.0	0.0
21	21	0	0	2/4	4	1	VI						a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.0	0.0
21	21	1/4	1/4	2/4	4	1	iv						a	i		iv		iv							m	1	1	2, -1, 3		2	2	2	6	0.25	0.0625	0.8125	0.07142857142857142
22	22	0	0	2/4	4	1	V(64)						a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	1	7	0.125	0.125	0.875	0.125
22	22	1/4	1/4	2/4	4	1	V2						a	i		V2		V		2					Mm7	1	1	2, 4, 8, 5		4	2	1	4	0.2	0.125	0.625	0.16666666666666666
23	23	0	0	2/4	4	1	V6/iv						a	i		V6/iv		V		6		iv			M	1	1	7, 4, 3		3	7	0	4	0.0	0.0	0.625	0.0
23	23	1/8	1/8	2/4	4	1	V7/iv						a	i		V7/iv		V		7		iv			Mm7	1	1	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
23	23	1/4	1/4	2/4	4	1	iv						a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	9	0.1	0.03125	1.09375	0.027777777777777776
24	24	0	0	2/4	4	1	V65/III						a	i		V65/III		V		65		III			Mm7	1	1	5, 2, -1, 1		1	5	3	3	0.5	0.375	0.375	0.5
24	24	1/8	1/8	2/4	4	1	V7/III						a	i		V7/III		V		7		III			Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	0.5	0.0
24	24	1/4	1/4	2/4	4	1	III						a	i		III		III							M	1	1	0, 4, 1		0	0	0	8	0.0	0.0	1.125	0.0
25	25	0	0	2/4	4	1	VI						a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	0	7	0.0	0.0	1.0	0.0
25	25	1/4	1/4	2/4	4	1	iv						a	i		iv		iv							m	1	1	2, -1, 3		2	2	2	6	0.25	0.0625	0.8125	0.07142857142857142
26	26	0	0	2/4	4	1	V(64)						a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	5	0.0	0.0	0.625	0.0
26	26	1/8	1/8	2/4	4	1	V7						a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	1	4	0.2	0.125	0.5	0.2
26	26	1/4	1/4	2/4	4	1	i\\						a	i		i		i						\\	m	1	1	3, 0, 4		3	3	0	5	0.0	0.0	0.625	0.0
27	27	0	0	2/4	4	1	I.I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.1875	0.0
27	27	3/8	3/8	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	3	0.0	0.0	0.1875	0.0
28	28	1/4	1/4	2/4	4	1	ii						a	I		ii		ii							m	1	0	5, 2, 6		5	5	0	3	0.0	0.0	0.1875	0.0
29	29	1/8	1/8	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	1	0.0	0.0	0.0625	0.0
29	29	1/4	1/4	2/4	4	1	I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	1	0.0	0.0	0.0625	0.0
29	29	3/8	3/8	2/4	4	1	viio6						a	I		viio6		vii	o	6					o	1	0	5, 2, 8		8	5	0	1	0.0	0.0	0.0625	0.0
30	30	0	0	2/4	4	1	I6						a	I		I6		I		6					M	1	0	7, 4, 3		3	7	0	1	0.0	0.0	0.0625	0.0
30	30	1/8	1/8	2/4	4	1	viio/V						a	I		viio/V		vii	o			V			o	1	0	9, 6, 3		9	9	0	1	0.0	0.0	0.0625	0.0
30	30	1/4	1/4	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	1	0.0	0.0	0.0625	0.0
30	30	3/8	3/8	2/4	4	1	viio6/V						a	I		viio6/V		vii	o	6		V			o	1	0	6, 3, 9		9	6	0	1	0.0	0.0	0.0625	0.0
31	31	0	0	2/4	4	1	V6						a	I		V6		V		6					M	1	0	8, 5, 4		4	8	0	2	0.0	0.0	0.125	0.0
31	31	1/8	1/8	2/4	4	1	viio6						a	I		viio6		vii	o	6					o	1	0	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
31	31	1/4	1/4	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	2	0.0	0.0	0.125	0.0
31	31	3/8	3/8	2/4	4	1	V6/ii						a	I		V6/ii		V		6		ii			M	1	0	10, 7, 6		6	10	0	2	0.0	0.0	0.125	0.0
32	32	0	0	2/4	4	1	V/V						a	I		V/V		V				V			M	1	0	5, 9, 6		5	5	0	2	0.0	0.0	0.125	0.0
32	32	1/8	1/8	2/4	4	1	V6						a	I		V6		V		6					M	1	0	8, 5, 4		4	8	0	2	0.0	0.0	0.125	0.0
32	32	1/4	1/4	2/4	4	1	V6/vi						a	I		V6/vi		V		6		vi			M	1	0	11, 8, 7		7	11	0	2	0.0	0.0	0.125	0.0
32	32	3/8	3/8	2/4	4	1	vi						a	I		vi		vi							m	1	0	6, 3, 7		6	6	0	2	0.0	0.0	0.125	0.0
33	33	0	0	2/4	4	1	viio/V						a	I		viio/V		vii	o			V			o	1	0	9, 6, 3		9	9	0	2	0.0	0.0	0.125	0.0
33	33	1/8	1/8	2/4	4	1	V/V						a	I		V/V		V				V			M	1	0	5, 9, 6		5	5	0	2	0.0	0.0	0.125	0.0
33	33	1/4	1/4	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	2	0.0	0.0	0.125	0.0
33	33	3/8	3/8	2/4	4	1	viio/V						a	I		viio/V		vii	o			V			o	1	0	9, 6, 3		9	9	0	2	0.0	0.0	0.125	0.0
34	34	0	0	2/4	4	1	viio64						a	I		viio64		vii	o	64					o	1	0	2, 8, 5		8	2	0	4	0.0	0.0	0.25	0.0
34	34	1/4	1/4	2/4	4	1	I6						a	I		I6		I		6					M	1	0	7, 4, 3		3	7	0	2	0.0	0.0	0.125	0.0
34	34	3/8	3/8	2/4	4	1	viio6						a	I		viio6		vii	o	6					o	1	0	5, 2, 8		8	5	0	2	0.0	0.0	0.125	0.0
35	35	0	0	2/4	4	1	I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
35	35	1/8	1/8	2/4	4	1	I6						a	I		I6		I		6					M	1	0	7, 4, 3		3	7	0	4	0.0	0.0	0.25	0.0
35	35	1/4	1/4	2/4	4	1	vi						a	I		vi		vi							m	1	0	6, 3, 7		6	6	0	4	0.0	0.0	0.25	0.0
35	35	3/8	3/8	2/4	4	1	V6/V						a	I		V6/V		V		6		V			M	1	0	9, 6, 5		5	9	0	4	0.0	0.0	0.25	0.0
36	36	0	0	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
36	36	1/8	1/8	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
36	36	1/4	1/4	2/4	4	1	V65/ii						a	I		V65/ii		V		65		ii			Mm7	1	0	10, 7, 4, 6		6	10	0	4	0.0	0.0	0.25	0.0
36	36	3/8	3/8	2/4	4	1	ii						a	I		ii		ii							m	1	0	5, 2, 6		5	5	0	4	0.0	0.0	0.25	0.0
37	37	0	0	2/4	4	1	V65						a	I		V65		V		65					Mm7	1	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.25	0.0
37	37	1/8	1/8	2/4	4	1	V7						a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.25	0.0
37	37	1/4	1/4	2/4	4	1	I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
37	37	3/8	3/8	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
38	38	0	0	2/4	4	1	I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
38	38	1/8	1/8	2/4	4	1	V/iii						a	I		V/iii		V				iii			M	1	0	8, 12, 9		8	8	0	24	0.0	0.0	1.5	0.0
39	39	0	0	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
39	39	1/8	1/8	2/4	4	1	V/iii						a	I		V/iii		V				iii			M	1	0	8, 12, 9		8	8	0	4	0.0	0.0	0.25	0.0
39	39	1/4	1/4	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
39	39	3/8	3/8	2/4	4	1	iv/iii						a	I		iv/iii		iv				iii			m	1	0	6, 3, 7		6	6	0	4	0.0	0.0	0.25	0.0
40	40	0	0	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
40	40	1/8	1/8	2/4	4	1	viio43/II						a	I		viio43/II		vii	o	43		II			o7	1	0	4, 1, 10, 7		10	4	0	5	0.0	0.0	0.3125	0.0
40	40	1/4	1/4	2/4	4	1	iii/II						a	I		iii/II		iii				II			m	1	0	9, 6, 10		9	9	0	5	0.0	0.0	0.3125	0.0
40	40	3/8	3/8	2/4	4	1	viio65/II						a	I		viio65/II		vii	o	65		II			o7	1	0	7, 4, 1, 10		10	7	0	5	0.0	0.0	0.3125	0.0
41	41	0	0	2/4	4	1	V6/V						a	I		V6/V		V		6		V			M	1	0	9, 6, 5		5	9	0	4	0.0	0.0	0.25	0.0
41	41	1/8	1/8	2/4	4	1	V2(9)/V						a	I		V2(9)/V		V		2	9	V			Mm7	1	0	3, 5, 9, 6	7	5	3	0	5	0.0	0.0	0.3125	0.0
41	41	1/4	1/4	2/4	4	1	iii/V						a	I		iii/V		iii				V			m	1	0	8, 5, 9		8	8	0	5	0.0	0.0	0.3125	0.0
41	41	3/8	3/8	2/4	4	1	V43/V						a	I		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	0	5	0.0	0.0	0.3125	0.0
42	42	0	0	2/4	4	1	V						a	I		V		V							M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
42	42	1/8	1/8	2/4	4	1	V7(9)/iii						a	I		V7(9)/iii		V		7	9	iii			Mm7	1	0	8, 12, 9, 6	3	8	8	0	5	0.0	0.0	0.3125	0.0
42	42	1/4	1/4	2/4	4	1	V(6)/iii						a	I		V(6)/iii		V			6	iii			M	1	0	8, 12, 4		8	8	0	5	0.0	0.0	0.3125	0.0
42	42	3/8	3/8	2/4	4	1	V7/iii						a	I		V7/iii		V		7		iii			Mm7	1	0	8, 12, 9, 6		8	8	0	5	0.0	0.0	0.3125	0.0
43	43	0	0	2/4	4	1	iii						a	I		iii		iii							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
43	43	1/8	1/8	2/4	4	1	V7(9)						a	I		V7(9)		V		7	9				Mm7	1	0	4, 8, 5, 2	6	4	4	0	5	0.0	0.0	0.3125	0.0
43	43	1/4	1/4	2/4	4	1	V(64)						a	I		V(64)		V			64				M	1	0	4, 3, 7		4	4	0	5	0.0	0.0	0.3125	0.0
43	43	3/8	3/8	2/4	4	1	V7						a	I		V7		V		7					Mm7	1	0	4, 8, 5, 2		4	4	0	5	0.0	0.0	0.3125	0.0
44	44	0	0	2/4	4	1	I						a	I		I		I							M	1	0	3, 7, 4		3	3	0	4	0.0	0.0	0.25	0.0
44	44	1/8	1/8	2/4	4	1	V.viio65						a	V		viio65		vii	o	65					o7	1	0	6, 3, 0, 9		9	6	0	4	0.0	0.0	0.25	0.0
44	44	1/4	1/4	2/4	4	1	I6						a	V		I6		I		6					M	1	0	8, 5, 4		4	8	0	4	0.0	0.0	0.25	0.0
44	44	3/8	3/8	2/4	4	1	V65/V						a	V		V65/V		V		65		V			Mm7	1	0	10, 7, 4, 6		6	10	0	4	0.0	0.0	0.25	0.0
45	45	0	0	2/4	4	1	V7						a	V		V7		V		7					Mm7	1	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.25	0.0
45	45	1/8	1/8	2/4	4	1	vi						a	V		vi		vi							m	1	0	7, 4, 8		7	7	0	4	0.0	0.0	0.25	0.0
45	45	1/4	1/4	2/4	4	1	ii6						a	V		ii6		ii		6					m	1	0	3, 7, 6		6	3	0	4	0.0	0.0	0.25	0.0
45	45	3/8	3/8	2/4	4	1	V7						a	V		V7		V		7					Mm7	1	0	5, 9, 6, 3		5	5	0	4	0.0	0.0	0.25	0.0
46	46	0	0	2/4	4	1	I\\						a	V		I		I						\\	M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.3125	0.0
46	46	1/8	1/8	2/4	4	1	V						a	V		V		V							M	1	0	5, 9, 6		5	5	0	10	0.0	0.0	0.625	0.0
47	47	1/8	1/8	2/4	4	1	I6						a	V		I6		I		6					M	1	0	8, 5, 4		4	8	0	4	0.0	0.0	0.25	0.0
47	47	1/4	1/4	2/4	4	1	I						a	V		I		I							M	1	0	4, 8, 5		4	4	0	4	0.0	0.0	0.25	0.0
47	47	3/8	3/8	2/4	4	1	V64						a	V		V64		V		64					M	1	0	6, 5, 9		5	6	0	4	0.0	0.0	0.25	0.0
48	48	0	0	2/4	4	1	V6						a	V		V6		V		6					M	1	0	9, 6, 5		5	9	0	4	0.0	0.0	0.25	0.0
48	48	1/8	1/8	2/4	4	1	V						a	V		V		V							M	1	0	5, 9, 6		5	5	0	4	0.0	0.0	0.25	0.0
48	48	1/4	1/4	2/4	4	1	ii64(+4)						a	V		ii64(+4)		ii		64	+4				m	1	0	7, 6, 3	5	6	7	0	4	0.0	0.0	0.25	0.0
48	48	3/8	3/8	2/4	4	1	ii6(+4)						a	V		ii6(+4)		ii		6	+4				m	1	0	3, 7, 6	5	6	3	0	4	0.0	0.0	0.25	0.0
49	49	0	0	2/4	4	1	ii(+4)						a	V		ii(+4)		ii			+4				m	1	0	6, 3, 7	5	6	6	0	4	0.0	0.0	0.25	0.0
49	49	1/8	1/8	2/4	4	1	I6						a	V		I6		I		6					M	1	0	8, 5, 4		4	8	0	5	0.0	0.0	0.3125	0.0
49	49	1/4	1/4	2/4	4	1	ii6(+4)						a	V		ii6(+4)		ii		6	+4				m	1	0	3, 7, 6	5	6	3	0	5	0.0	0.0	0.3125	0.0
49	49	3/8	3/8	2/4	4	1	V7						a	V		V7		V		7					Mm7	1	0	5, 9, 6, 3		5	5	0	5	0.0	0.0	0.3125	0.0
50	50	0	0	2/4	4	1	I\\						a	V		I		I						\\	M	1	0	4, 8, 5		4	4	0	8	0.0	0.0	0.5625	0.0
51	51	0	0	2/4	4	1	I.iio/ii						a	I		iio/ii		ii	o			ii			o	1	0	7, 4, 1		7	7	1	4	0.2	0.0625	0.6875	0.08333333333333333
52	52	0	0	2/4	4	1	#viio43/ii						a	I		#viio43/ii		#vii	o	43		ii			o7	1	0	4, 1, 10, 7		10	4	1	4	0.2	0.0625	0.6875	0.08333333333333333
53	53	0	0	2/4	4	1	#viio2/ii						a	I		#viio2/ii		#vii	o	2		ii			o7	1	0	1, 10, 7, 4		10	1	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
53	53	1/4	1/4	2/4	4	1	#viio7/ii						a	I		#viio7/ii		#vii	o	7		ii			o7	1	0	10, 7, 4, 1		10	10	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
54	54	0	0	2/4	4	1	#viio65/ii						a	I		#viio65/ii		#vii	o	65		ii			o7	1	0	7, 4, 1, 10		10	7	0	3	0.0	0.0	0.375	0.0
54	54	1/4	1/4	2/4	4	1	#viio43/ii						a	I		#viio43/ii		#vii	o	43		ii			o7	1	0	4, 1, 10, 7		10	4	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
55	55	0	0	2/4	4	1	ii6						a	I		ii6		ii		6					m	1	0	2, 6, 5		5	2	5	10	0.3333333333333333	0.3125	1.4375	0.17857142857142858
56	56	0	0	2/4	4	1	ii						a	I		ii		ii							m	1	0	5, 2, 6		5	5	0	5	0.0	0.0	1.0	0.0
56	56	1/4	1/4	2/4	4	1	ii64						a	I		ii64		ii		64					m	1	0	6, 5, 2		5	6	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
57	57	0	0	2/4	4	1	ii6						a	I		ii6		ii		6					m	1	0	2, 6, 5		5	2	1	8	0.1111111111111111	0.0625	1.25	0.047619047619047616
58	58	1/8	1/8	2/4	4	1	ii64						a	I		ii64		ii		64					m	1	0	6, 5, 2		5	6	0	1	0.0	0.0	0.0625	0.0
58	58	1/4	1/4	2/4	4	1	ii						a	I		ii		ii							m	1	0	5, 2, 6		5	5	0	3	0.0	0.0	0.375	0.0
59	59	0	0	2/4	4	1	V7/bVII						a	I		V7/bVII		V		7		bVII			Mm7	1	0	2, 6, 3, 0		2	2	1	13	0.07142857142857142	0.0625	1.6875	0.03571428571428571
60	60	0	0	2/4	4	1	V65/bVII						a	I		V65/bVII		V		65		bVII			Mm7	1	0	6, 3, 0, 2		2	6	1	7	0.125	0.0625	1.25	0.047619047619047616
61	61	0	0	2/4	4	1	V43/bVII						a	I		V43/bVII		V		43		bVII			Mm7	1	0	3, 0, 2, 6		2	3	1	4	0.2	0.0625	1.3125	0.045454545454545456
61	61	1/4	1/4	2/4	4	1	V7/bVII						a	I		V7/bVII		V		7		bVII			Mm7	1	0	2, 6, 3, 0		2	2	2	9	0.18181818181818182	0.125	2.0	0.058823529411764705
63	63	0	0	2/4	4	1	V65/V						a	I		V65/V		V		65		V			Mm7	1	0	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.875	0.0
63	63	1/8	1/8	2/4	4	1	V43/V						a	I		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.125	0.0
63	63	1/4	1/4	2/4	4	1	V65/V						a	I		V65/V		V		65		V			Mm7	1	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.375	0.0
63	63	3/8	3/8	2/4	4	1	V43/V						a	I		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.125	0.0
64	64	0	0	2/4	4	1	V/V						a	I		V/V		V				V			M	1	0	5, 9, 6		5	5	0	4	0.0	0.0	0.875	0.0
64	64	1/8	1/8	2/4	4	1	V64/V						a	I		V64/V		V		64		V			M	1	0	6, 5, 9		5	6	0	2	0.0	0.0	0.125	0.0
64	64	1/4	1/4	2/4	4	1	V65/V						a	I		V65/V		V		65		V			Mm7	1	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.375	0.0
64	64	3/8	3/8	2/4	4	1	ii%2/V						a	I		ii%2/V		ii	%	2		V			%7	1	0	4, 6, 3, 0		6	4	0	2	0.0	0.0	0.125	0.0
65	65	0	0	2/4	4	1	viio7/V						a	I		viio7/V		vii	o	7		V			o7	1	0	9, 6, 3, 0		9	9	0	5	0.0	0.0	0.9375	0.0
65	65	1/4	1/4	2/4	4	1	V43/V						a	I		V43/V		V		43		V			Mm7	1	0	6, 3, 5, 9		5	6	0	2	0.0	0.0	0.3125	0.0
65	65	3/8	3/8	2/4	4	1	V7/V						a	I		V7/V		V		7		V			Mm7	1	0	5, 9, 6, 3		5	5	0	1	0.0	0.0	0.0625	0.0
66	66	0	0	2/4	4	1	viio/V						a	I		viio/V		vii	o			V			o	1	0	9, 6, 3		9	9	0	3	0.0	0.0	1.0625	0.0
66	66	1/8	1/8	2/4	4	1	viio6/V						a	I		viio6/V		vii	o	6		V			o	1	0	6, 3, 9		9	6	0	1	0.0	0.0	0.0625	0.0
66	66	1/4	1/4	2/4	4	1	V7/V						a	I		V7/V		V		7		V			Mm7	1	0	5, 9, 6, 3		5	5	0	1	0.0	0.0	0.0625	0.0
66	66	3/8	3/8	2/4	4	1	viio/V						a	I		viio/V		vii	o			V			o	1	0	9, 6, 3		9	9	0	1	0.0	0.0	0.0625	0.0
67	67	0	0	2/4	4	1	v						a	I		v		v							m	1	0	4, 1, 5		4	4	0	5	0.0	0.0	0.875	0.0
67	67	1/4	1/4	2/4	4	1	v64						a	I		v64		v		64					m	1	0	5, 4, 1		4	5	1	4	0.2	0.0625	0.8125	0.07142857142857142
68	68	0	0	2/4	4	1	v6						a	I		v6		v		6					m	1	0	1, 5, 4		4	1	0	5	0.0	0.0	0.875	0.0
68	68	1/4	1/4	2/4	4	1	v						a	I		v		v							m	1	0	4, 1, 5		4	4	1	4	0.2	0.0625	0.8125	0.07142857142857142
69	69	0	0	2/4	4	1	V6/bVII						a	I		V6/bVII		V		6		bVII			M	1	0	6, 3, 2		2	6	0	5	0.0	0.0	1.125	0.0
69	69	1/4	1/4	2/4	4	1	V43/bVII						a	I		V43/bVII		V		43		bVII			Mm7	1	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.3125	0.0
