mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	2	3	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	14
2	2	3	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		1	55	G3	3	16
2	2	3	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	14
2	2	3	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		1	67	G4	4	16
2	2	3	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	72	C5	5	14
2	2	3	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	76	E5	5	12
3	3	4	0.5		0	0	2/4	4	1	1/8		1/8	1		-1	53	F3	3	27
3	3	4	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	25
3	3	4	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	23
3	3	4	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	23
3	3	4	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	65	F4	4	25
3	3	4	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	23
3	3	4	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	19
3	3	5	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	28
3	3	5	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	26
3	3	5	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	24
3	3	5	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	65	F4	4	26
3	3	5	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	24
3	3	5	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	20
3	3	23/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		0	72	C5	5	21
3	3	47/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		-2	70	Bb4	4	22
4	4	6	0.5		0	0	2/4	4	1	1/8		1/8	1		4	52	E3	3	38
4	4	6	0.5		0	0	2/4	3	1	1/8		1/8	1		0	60	C4	4	35
4	4	6	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	32
4	4	6	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	29
4	4	13/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		4	52	E3	3	39
4	4	13/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		2	62	D4	4	36
4	4	13/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	65	F4	4	33
4	4	13/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		-2	70	Bb4	4	30
4	4	7	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		4	40	E2	2	40
4	4	7	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		8	56	G#3	3	37
4	4	7	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	34
4	4	7	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	64	E4	4	31
5	5	8	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	47
5	5	8	0.5		0	0	2/4	4	1	1/8		1/8	1		3	57	A3	3	49
5	5	8	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	45
5	5	8	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	45
5	5	8	0.5		0	0	2/4	3	1	1/8		1/8	1		4	64	E4	4	47
5	5	8	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	45
5	5	8	0.5		0	0	2/4	3	1	1/8		1/8	1		0	72	C5	5	47
5	5	8	1.0		0	0	2/4	1	1	1/4		1/4	1		4	76	E5	5	41
5	5	9	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	50
5	5	9	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	48
5	5	9	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	46
5	5	9	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	65	F4	4	48
5	5	9	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	46
5	5	9	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		2	74	D5	5	48
5	5	9	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	77	F5	5	42
5	5	39/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		4	76	E5	5	43
5	5	79/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	44
6	6	10	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	54
6	6	10	0.5		0	0	2/4	3	1	1/8		1/8	1		1	55	G3	3	56
6	6	10	0.5		0	0	2/4	4	1	1/8		1/8	1		1	55	G3	3	58
6	6	10	0.5		0	0	2/4	3	1	1/8		1/8	1		2	62	D4	4	56
6	6	10	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	54
6	6	10	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	70	Bb4	4	54
6	6	10	0.5		0	0	2/4	3	1	1/8		1/8	1		-2	70	Bb4	4	56
6	6	10	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	51
6	6	21/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	52
6	6	11	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		0	48	C3	3	59
6	6	11	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	55
6	6	11	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		1	55	G3	3	57
6	6	11	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	55
6	6	11	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		4	64	E4	4	57
6	6	11	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	72	C5	5	55
6	6	11	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		0	72	C5	5	57
6	6	11	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	76	E5	5	53
7	7	12	0.5		0	0	2/4	4	1	1/8		1/8	1		-1	53	F3	3	68
7	7	12	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	66
7	7	12	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	64
7	7	12	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	64
7	7	12	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	65	F4	4	66
7	7	12	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	64
7	7	12	0.5		0	0	2/4	3	1	1/8		1/8	1		3	69	A4	4	66
7	7	12	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	60
7	7	13	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	69
7	7	13	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	67
7	7	13	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	65
7	7	13	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	65	F4	4	67
7	7	13	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	65
7	7	13	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	61
7	7	55/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		0	72	C5	5	62
7	7	111/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		-2	70	Bb4	4	63
8	8	14	0.5		0	0	2/4	4	1	1/8		1/8	1		4	40	E2	2	79
8	8	14	0.5		0	0	2/4	3	1	1/8		1/8	1		0	60	C4	4	76
8	8	14	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	73
8	8	14	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	70
8	8	29/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		4	52	E3	3	80
8	8	29/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		2	62	D4	4	77
8	8	29/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	71
8	8	29/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	74
8	8	15	1.0		1/4	1/4	2/4	4	1	1/4		1/4	1		3	45	A2	2	81
8	8	15	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		3	57	A3	3	72
8	8	15	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1		0	60	C4	4	78
8	8	15	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	69	A4	4	75
9	9	16	0.5		0	0	2/4	4	1	1/8		1/8	1		4	40	E2	2	90
9	9	16	2.0		0	0	2/4	3	1	1/2		1/2	1	1	4	52	E3	3	89
9	9	16	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	87
9	9	16	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	87
9	9	16	0.75		0	0	2/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	82
9	9	67/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		3	69	A4	4	83
9	9	135/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	67	G4	4	84
9	9	17	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		3	45	A2	2	91
9	9	17	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	88
9	9	17	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	88
9	9	17	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	66	F#4	4	85
9	9	35/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		6	66	F#4	4	86
10	10	18	0.5		0	0	2/4	4	1	1/8		1/8	1		1	43	G2	2	99
10	10	18	2.0		0	0	2/4	3	1	1/2		1/2	1	0	4	52	E3	3	98
10	10	18	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	96
10	10	18	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	96
10	10	18	0.75		0	0	2/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	92
10	10	75/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		3	69	A4	4	93
10	10	151/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	67	G4	4	94
10	10	19	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		0	48	C3	3	100
10	10	19	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	97
10	10	19	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	97
10	10	19	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		6	66	F#4	4	95
11	11	20	0.5		0	0	2/4	4	1	1/8		1/8	1		-2	46	Bb2	2	109
11	11	20	2.0		0	0	2/4	3	1	1/2		1/2	1	-1	4	52	E3	3	108
11	11	20	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	106
11	11	20	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	106
11	11	20	0.75		0	0	2/4	1	1	3/16		1/8	3/2		4	64	E4	4	101
11	11	83/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		6	66	F#4	4	102
11	11	167/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	67	G4	4	103
11	11	21	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		3	45	A2	2	110
11	11	21	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	107
11	11	21	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		6	66	F#4	4	107
11	11	21	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	104
11	11	43/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	105
12	12	22	0.5		0	0	2/4	4	1	1/8		1/8	1		-2	46	Bb2	2	119
12	12	22	1.0		0	0	2/4	3	1	1/4		1/4	1		9	51	D#3	3	117
12	12	22	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	115
12	12	22	0.5		0	0	2/4	1	1	1/8		1/8	1		6	66	F#4	4	111
12	12	45/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		6	66	F#4	4	112
12	12	23	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		4	40	E2	2	120
12	12	23	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		4	52	E3	3	118
12	12	23	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	116
12	12	23	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		1	67	G4	4	113
12	12	47/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		-2	70	Bb4	4	114
13	13	24	0.5		0	0	2/4	4	1	1/8		1/8	1		4	52	E3	3	129
13	13	24	2.0		0	0	2/4	3	1	1/2		1/2	1	1	4	64	E4	4	128
13	13	24	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	126
13	13	24	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	70	Bb4	4	126
13	13	24	0.5		0	0	2/4	2	1	1/8		1/8	1		4	76	E5	5	126
13	13	24	0.75		0	0	2/4	1	1	3/16		1/8	3/2		-2	82	Bb5	5	121
13	13	99/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		3	81	A5	5	122
13	13	199/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	79	G5	5	123
13	13	25	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		3	57	A3	3	130
13	13	25	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	127
13	13	25	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	72	C5	5	127
13	13	25	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	76	E5	5	127
13	13	25	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		6	78	F#5	5	124
13	13	51/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		6	78	F#5	5	125
14	14	26	0.5		0	0	2/4	4	1	1/8		1/8	1		1	55	G3	3	138
14	14	26	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	135
14	14	26	2.0		0	0	2/4	3	1	1/2		1/2	1	0	4	64	E4	4	137
14	14	26	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	70	Bb4	4	135
14	14	26	0.5		0	0	2/4	2	1	1/8		1/8	1		4	76	E5	5	135
14	14	26	0.75		0	0	2/4	1	1	3/16		1/8	3/2		-2	82	Bb5	5	131
14	14	107/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		3	81	A5	5	132
14	14	215/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		1	79	G5	5	133
14	14	27	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		0	60	C4	4	139
14	14	27	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	136
14	14	27	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	136
14	14	27	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	76	E5	5	136
14	14	27	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		6	78	F#5	5	134
15	15	28	1.0		0	0	2/4	4	1	1/4		1/4	1		-2	58	Bb3	3	146
15	15	28	1.0		0	0	2/4	3	1	1/4		1/4	1	-1	4	64	E4	4	145
15	15	28	1.0		0	0	2/4	2	1	1/4		1/4	1		1	67	G4	4	144
15	15	28	1.0		0	0	2/4	2	1	1/4		1/4	1		-2	70	Bb4	4	144
15	15	28	1.0		0	0	2/4	2	1	1/4		1/4	1		4	76	E5	5	144
15	15	28	1.0		0	0	2/4	1	1	1/4		1/4	1		-2	82	Bb5	5	140
15	15	29	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		0	84	C6	6	141
15	15	119/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		-2	82	Bb5	5	142
15	15	239/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		3	81	A5	5	143
16	16	30	1.0		0	0	2/4	4	1	1/4		1/4	1		-2	46	Bb2	2	156
16	16	30	1.0		0	0	2/4	2	1	1/4		1/4	1		-2	70	Bb4	4	150
16	16	30	0.5		0	0	2/4	3	1	1/8		1/8	1		4	76	E5	5	154
16	16	30	0.5		0	0	2/4	1	1	1/8		1/8	1		1	79	G5	5	147
16	16	61/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	148
16	16	31	0.75		1/4	1/4	2/4	2	1	3/16		1/8	3/2		0	72	C5	5	151
16	16	31	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		9	75	D#5	5	155
16	16	31	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		6	78	F#5	5	149
16	16	127/4	0.125		7/16	7/16	2/4	2	1	1/32		1/32	1		-2	70	Bb4	4	152
16	16	255/8	0.125		15/32	15/32	2/4	2	1	1/32		1/32	1		3	69	A4	4	153
17	17	32	1.0		0	0	2/4	3	1	1/4		1/4	1		-2	58	Bb3	3	163
17	17	32	1.0		0	0	2/4	4	1	1/4		1/4	1		-2	58	Bb3	3	167
17	17	32	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	160
17	17	32	0.5		0	0	2/4	1	1	1/8		1/8	1		4	76	E5	5	157
17	17	65/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	161
17	17	65/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		6	78	F#5	5	158
17	17	33	0.75		1/4	1/4	2/4	3	1	3/16		1/8	3/2		0	60	C4	4	164
17	17	33	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		6	66	F#4	4	162
17	17	33	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		9	75	D#5	5	159
17	17	135/4	0.125		7/16	7/16	2/4	3	1	1/32		1/32	1		-2	58	Bb3	3	165
17	17	271/8	0.125		15/32	15/32	2/4	3	1	1/32		1/32	1		3	57	A3	3	166
18	18	34	1.0		0	0	2/4	4	1	1/4		1/4	1		-2	46	Bb2	2	174
18	18	34	0.5		0	0	2/4	3	1	1/8		1/8	1		1	55	G3	3	171
18	18	34	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	168
18	18	69/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		3	57	A3	3	172
18	18	69/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		6	66	F#4	4	169
18	18	35	0.75		1/4	1/4	2/4	4	1	3/16		1/8	3/2		0	48	C3	3	175
18	18	35	1.0		1/4	1/4	2/4	3	1	1/4		1/4	1		6	54	F#3	3	173
18	18	35	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		9	63	D#4	4	170
18	18	143/4	0.125		7/16	7/16	2/4	4	1	1/32		1/32	1		-2	46	Bb2	2	176
18	18	287/8	0.125		15/32	15/32	2/4	4	1	1/32		1/32	1		3	45	A2	2	177
19	19	36	0.5		0	0	2/4	4	1	1/8		1/8	1		8	44	G#2	2	188
19	19	36	0.5		0	0	2/4	3	1	1/8		1/8	1		-2	58	Bb3	3	185
19	19	36	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	182
19	19	36	1.0		0	0	2/4	1	1	1/4		1/4	1		4	76	E5	5	178
19	19	73/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		3	45	A2	2	189
19	19	73/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		7	61	C#4	4	186
19	19	73/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	183
19	19	37	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	38	D2	2	190
19	19	37	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	184
19	19	37	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		2	62	D4	4	187
19	19	37	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	184
19	19	37	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		-1	77	F5	5	179
19	19	151/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		4	76	E5	5	180
19	19	303/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	181
20	20	38	0.5		0	0	2/4	4	1	1/8		1/8	1		1	43	G2	2	198
20	20	38	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	53	F3	3	196
20	20	38	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	194
20	20	38	0.5		0	0	2/4	3	1	1/8		1/8	1		1	55	G3	3	196
20	20	38	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	194
20	20	38	0.5		0	0	2/4	2	1	1/8		1/8	1		-2	70	Bb4	4	194
20	20	38	0.5		0	0	2/4	1	1	1/8		1/8	1		0	72	C5	5	191
20	20	77/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	192
20	20	39	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		0	36	C2	2	199
20	20	39	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		4	52	E3	3	197
20	20	39	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	195
20	20	39	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		1	55	G3	3	197
20	20	39	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	195
20	20	39	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	72	C5	5	195
20	20	39	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	76	E5	5	193
21	21	40	0.5		0	0	2/4	4	1	1/8		1/8	1		-1	41	F2	2	208
21	21	40	0.5		0	0	2/4	3	1	1/8		1/8	1		-1	53	F3	3	206
21	21	40	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	206
21	21	40	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	204
21	21	40	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	204
21	21	40	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	204
21	21	40	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	200
21	21	41	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	38	D2	2	209
21	21	41	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		-1	53	F3	3	207
21	21	41	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		3	57	A3	3	207
21	21	41	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	205
21	21	41	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	205
21	21	41	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		2	74	D5	5	201
21	21	167/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		0	72	C5	5	202
21	21	335/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		-2	70	Bb4	4	203
22	22	42	0.5		0	0	2/4	4	1	1/8		1/8	1		4	40	E2	2	217
22	22	42	0.5		0	0	2/4	3	1	1/8		1/8	1		4	52	E3	3	215
22	22	42	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	215
22	22	42	0.5		0	0	2/4	2	1	1/8		1/8	1		0	60	C4	4	213
22	22	42	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	213
22	22	42	0.5		0	0	2/4	1	1	1/8		1/8	1		3	69	A4	4	210
22	22	42	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	213
22	22	85/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		-2	70	Bb4	4	211
22	22	43	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	218
22	22	43	0.5		1/4	1/4	2/4	3	1	1/8		1/8	1		8	56	G#3	3	216
22	22	43	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-2	58	Bb3	3	214
22	22	43	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		4	64	E4	4	212
22	22	43	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	214
23	23	44	0.5		0	0	2/4	4	1	1/8		1/8	1		7	49	C#3	3	228
23	23	44	0.5		0	0	2/4	3	1	1/8		1/8	1		3	57	A3	3	225
23	23	44	0.5		0	0	2/4	3	1	1/8		1/8	1		4	64	E4	4	225
23	23	44	1.0		0	0	2/4	1	1	1/4		1/4	1		4	76	E5	5	219
23	23	89/2	0.5		1/8	1/8	2/4	4	1	1/8		1/8	1		3	45	A2	2	229
23	23	89/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		1	67	G4	4	226
23	23	89/2	0.5		1/8	1/8	2/4	3	1	1/8		1/8	1		3	69	A4	4	226
23	23	45	0.5		1/4	1/4	2/4	4	1	1/8		1/8	1		2	50	D3	3	230
23	23	45	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	223
