mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
165	165	0	viio6/IV		E	I		viio6/IV	vii		o	6		IV		o	0	0	1, -2, 4		4	1
165	165	1/8	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
165	165	1/4	ii6/IV		E	I		ii6/IV	ii			6		IV		m	0	0	-2, 2, 1		1	-2
165	165	3/8	vii%43/IV		E	I		vii%43/IV	vii		%	43		IV		%7	0	0	10, 2, 4, 3		4	10
165	165	1/2	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
165	165	5/8	V7/IV		E	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0	0
166	166	0	IV6\\		E	I		IV6	IV			6			\\	M	0	0	3, 0, -1		-1	3
166	166	1/2	V(64)/ii		E	I		V(64)/ii	V				64	ii		M	0	0	3, 2, -1		3	3
167	167	0	V7/ii		E	I		V7/ii	V			7		ii		Mm7	0	0	3, 7, 4, 1		3	3
167	167	1/2	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
168	168	0	V/ii		E	I		V/ii	V					ii		M	0	0	3, 7, 4		3	3
168	168	3/8	V7/ii		E	I		V7/ii	V			7		ii		Mm7	0	0	3, 7, 4, 1		3	3
168	168	1/2	V(64)/ii		E	I		V(64)/ii	V				64	ii		M	0	0	3, 2, -1		3	3
169	169	0	V7/ii		E	I		V7/ii	V			7		ii		Mm7	0	0	3, 7, 4, 1		3	3
169	169	1/2	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
170	170	0	V/ii		E	I		V/ii	V					ii		M	0	0	3, 7, 4		3	3
170	170	3/8	#viio/ii		E	I		#viio/ii	#vii		o			ii		o	0	0	7, 4, 1		7	7
170	170	1/2	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
171	171	0	V/ii		E	I		V/ii	V					ii		M	0	0	3, 7, 4		3	3
171	171	3/8	V7/ii		E	I		V7/ii	V			7		ii		Mm7	0	0	3, 7, 4, 1		3	3
171	171	1/2	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
172	172	0	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
172	172	3/8	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
172	172	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
173	173	0	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
173	173	1/4	viio		E	I		viio	vii		o					o	0	0	5, 2, -1		5	5
173	173	1/2	V6/vi		E	I		V6/vi	V			6		vi		M	0	0	8, 5, 4		4	8
174	174	0	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
174	174	1/4	V6/V		E	I		V6/V	V			6		V		M	0	0	6, 3, 2		2	6
174	174	1/2	V		E	I		V	V							M	0	0	1, 5, 2		1	1
175	175	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
175	175	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
175	175	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
175	175	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
176	176	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
176	176	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
176	176	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
176	176	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
177	177	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
177	177	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
177	177	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
177	177	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
178	178	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
178	178	1/8	V+(#74)		E	I		V+(#74)	V		+		#74			+	0	0	1, 0, 9	6	1	1
178	178	1/4	I		E	I		I	I							M	0	0	0, 4, 1		0	0
178	178	3/8	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
178	178	1/2	V/V		E	I		V/V	V					V		M	0	0	2, 6, 3		2	2
178	178	5/8	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
179	179	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
179	179	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
179	179	3/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
179	179	1/2	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
179	179	5/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
180	180	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
180	180	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
180	180	3/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
180	180	1/2	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
180	180	5/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
181	181	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
181	181	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
181	181	3/8	V/V		E	I		V/V	V					V		M	0	0	2, 6, 3		2	2
181	181	1/2	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
181	181	5/8	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
182	182	0	V		E	I		V	V							M	0	0	1, 5, 2		1	1
182	182	1/8	vi7		E	I		vi7	vi			7				mm7	0	0	3, 0, 4, 1		3	3
182	182	1/4	V		E	I		V	V							M	0	0	1, 5, 2		1	1
182	182	3/8	I		E	I		I	I							M	0	0	0, 4, 1		0	0
182	182	1/2	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
182	182	5/8	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
183	183	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
183	183	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
183	183	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
183	183	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
184	184	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
184	184	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
184	184	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
184	184	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
185	185	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
185	185	1/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
185	185	1/4	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
185	185	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
185	185	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
185	185	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
186	186	0	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
186	186	1/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
186	186	1/4	I		E	I		I	I							M	0	0	0, 4, 1		0	0
186	186	3/8	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
186	186	1/2	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
187	187	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
187	187	3/8	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
187	187	1/2	viio		E	I		viio	vii		o					o	0	0	5, 2, -1		5	5
187	187	5/8	ii7		E	I		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
188	188	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
188	188	3/8	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
188	188	1/2	viio		E	I		viio	vii		o					o	0	0	5, 2, -1		5	5
188	188	5/8	ii7		E	I		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
189	189	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
189	189	1/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
189	189	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
189	189	3/8	ii7		E	I		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
189	189	1/2	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
189	189	5/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
190	190	1/8	ii7		E	I		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
190	190	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
190	190	3/8	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	1/2	V		E	I		V	V							M	0	0	1, 5, 2		1	1
190	190	5/8	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
191	191	0	I[I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
191	191	1/4	V2/IV		E	I	I	V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
191	191	1/2	viio6/V		E	I	I	viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
192	192	0	iio64		E	I	I	iio64	ii		o	64				o	0	0	-4, 2, -1		2	-4
192	192	1/8	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
192	192	1/4	iv6		E	I	I	iv6	iv			6				m	0	0	-4, 0, -1		-1	-4
192	192	1/2	I64		E	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
193	193	1/4	viio7/V		E	I	I	viio7/V	vii		o	7		V		o7	0	0	6, 3, 0, -3		6	6
193	193	1/2	V6/V]		E	I	I	V6/V	V			6		V		M	0	0	6, 3, 2		2	6
194	194	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
195	195	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
195	195	1/4	V2/IV		E	I		V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
195	195	1/2	viio6/V		E	I		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
196	196	0	ii%43		E	I		ii%43	ii		%	43				%7	0	0	8, 0, 2, 1		2	8
196	196	1/2	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
197	197	0	i64		E	I		i64	i			64				m	0	0	1, 0, -3		0	1
197	197	1/4	iio/V		E	I		iio/V	ii		o			V		o	0	0	3, 0, -3		3	3
197	197	1/2	V65/V		E	I		V65/V	V			65		V		Mm7	0	0	6, 3, 0, 2		2	6
198	198	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
199	199	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
199	199	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
200	200	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
200	200	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
201	201	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
202	202	0	V43/IV		E	I		V43/IV	V			43		IV		Mm7	0	0	1, -2, 0, 4		0	1
203	203	0	#viio7/ii		E	I		#viio7/ii	#vii		o	7		ii		o7	0	0	7, 4, 1, -2		7	7
204	204	0	V2/ii		E	I		V2/ii	V			2		ii		Mm7	0	0	1, 3, 7, 4		3	1
205	205	0	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
206	206	0	V2/V		E	I		V2/V	V			2		V		Mm7	0	0	0, 2, 6, 3		2	0
207	207	0	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
207	207	1/4	viio6		E	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
207	207	1/2	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
208	208	0	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
208	208	1/4	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
208	208	1/2	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
209	209	0	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
209	209	1/4	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
209	209	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
210	210	0	V65/V		E	I		V65/V	V			65		V		Mm7	0	0	6, 3, 0, 2		2	6
210	210	1/4	V64/V		E	I		V64/V	V			64		V		M	0	0	3, 2, 6		2	3
210	210	1/2	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
211	211	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
211	211	3/8	vii%7(+2)/V		E	I		vii%7(+2)/V	vii		%	7	+2	V		%7	0	0	6, 5, 12, 4	1	6	6
211	211	1/2	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
211	211	5/8	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
212	212	0	V64		E	I		V64	V			64				M	0	0	2, 1, 5		1	2
212	212	1/8	I		E	I		I	I							M	0	0	0, 4, 1		0	0
212	212	1/4	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
212	212	1/2	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
213	213	0	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
213	213	1/4	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
213	213	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
214	214	0	V65/V		E	I		V65/V	V			65		V		Mm7	0	0	6, 3, 0, 2		2	6
214	214	1/4	V64/V		E	I		V64/V	V			64		V		M	0	0	3, 2, 6		2	3
214	214	1/2	V7/V		E	I		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
215	215	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
215	215	1/4	V2		E	I		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
216	216	0	V65		E	I		V65	V			65				Mm7	0	0	5, 2, -1, 1		1	5
217	217	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
217	217	1/4	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
217	217	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
218	218	0	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
218	218	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
218	218	1/2	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
219	219	0	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
219	219	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
220	220	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
220	220	1/4	V		E	I		V	V							M	0	0	1, 5, 2		1	1
220	220	1/2	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
221	221	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
221	221	1/4	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
221	221	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
222	222	0	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
222	222	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
222	222	1/2	V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
223	223	0	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
223	223	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
224	224	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
225	225	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
225	225	1/2	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
226	226	0	V65/vi		E	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4	8
226	226	1/4	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
226	226	1/2	V65/vi		E	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4	8
227	227	0	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
228	228	0	V65/vi		E	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4	8
228	228	1/4	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
228	228	1/2	V65/vi		E	I		V65/vi	V			65		vi		Mm7	0	0	8, 5, 2, 4		4	8
229	229	0	vi\\		E	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
231	231	0	V7/IV		E	I		V7/IV	V			7		IV		Mm7	0	0	0, 4, 1, -2		0	0
232	232	0	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
232	232	1/2	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
233	233	0	V(64)		E	I		V(64)	V				64			M	0	0	1, 0, 4		1	1
233	233	3/8	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
234	234	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
234	234	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
234	234	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
234	234	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
235	235	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
235	235	3/8	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
235	235	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
235	235	5/8	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
236	236	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
236	236	3/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
236	236	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
236	236	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
237	237	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
237	237	3/8	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
237	237	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
237	237	5/8	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
238	238	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
238	238	1/4	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
240	240	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
240	240	1/4	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
241	241	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
241	241	1/4	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
241	241	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
242	242	0	I		E	I		I	I							M	0	0	0, 4, 1		0	0
243	243	0	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
244	244	0	I\\		E	I		I	I						\\	M	0	0	0, 4, 1		0	0
