mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	17	0	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
17	17	1/4	#viio6/vi		E	I		#viio6/vi	#vii		o	6		vi		o	0	0	5, 2, 8		8	5
17	17	3/8	V64/vi		E	I		V64/vi	V			64		vi		M	0	0	5, 4, 8		4	5
17	17	1/2	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
18	18	0	V/vi		E	I		V/vi	V					vi		M	0	0	4, 8, 5		4	4
18	18	3/8	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
18	18	1/2	V(64)/vi		E	I		V(64)/vi	V				64	vi		M	0	0	4, 3, 0		4	4
19	19	0	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
19	19	1/4	#viio6/vi		E	I		#viio6/vi	#vii		o	6		vi		o	0	0	5, 2, 8		8	5
19	19	3/8	V64/vi		E	I		V64/vi	V			64		vi		M	0	0	5, 4, 8		4	5
19	19	1/2	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
20	20	0	V/vi		E	I		V/vi	V					vi		M	0	0	4, 8, 5		4	4
20	20	3/8	V7/vi		E	I		V7/vi	V			7		vi		Mm7	0	0	4, 8, 5, 2		4	4
20	20	1/2	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
21	21	0	V/vi		E	I		V/vi	V					vi		M	0	0	4, 8, 5		4	4
21	21	1/2	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
22	22	0	V.V6		E	V		V6	V			6				M	0	0	5, 2, 1		1	5
22	22	1/2	I		E	V		I	I							M	0	0	0, 4, 1		0	0
23	23	0	IV6		E	V		IV6	IV			6				M	0	0	3, 0, -1		-1	3
23	23	1/4	viio		E	V		viio	vii		o					o	0	0	5, 2, -1		5	5
23	23	1/2	V6/vi		E	V		V6/vi	V			6		vi		M	0	0	8, 5, 4		4	8
24	24	0	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
24	24	1/4	ii6		E	V		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
24	24	1/2	V		E	V		V	V							M	0	0	1, 5, 2		1	1
25	25	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
25	25	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
25	25	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
25	25	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
26	26	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
26	26	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
26	26	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
26	26	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
27	27	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
27	27	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
27	27	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
27	27	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
28	28	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
28	28	1/8	V+(#74)		E	V		V+(#74)	V		+		#74			+	0	0	1, 0, 9	6	1	1
28	28	1/4	I		E	V		I	I							M	0	0	0, 4, 1		0	0
28	28	3/8	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
28	28	1/2	V/V		E	V		V/V	V					V		M	0	0	2, 6, 3		2	2
28	28	5/8	V7/V		E	V		V7/V	V			7		V		Mm7	0	0	2, 6, 3, 0		2	2
29	29	0	V7(4)		E	V		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
29	29	1/4	V43		E	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
29	29	1/2	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
30	30	0	V7(4)		E	V		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
30	30	1/4	V43		E	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
30	30	1/2	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
31	31	0	V7(4)		E	V		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
31	31	1/4	V43		E	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
31	31	3/8	V/V		E	V		V/V	V					V		M	0	0	2, 6, 3		2	2
31	31	1/2	V6		E	V		V6	V			6				M	0	0	5, 2, 1		1	5
31	31	5/8	V/V		E	V		V/V	V					V		M	0	0	2, 6, 3		2	2
32	32	0	V2		E	V		V2	V			2				Mm7	0	0	-1, 1, 5, 2		1	-1
32	32	1/8	vi64		E	V		vi64	vi			64				m	0	0	4, 3, 0		3	4
32	32	1/4	viio6		E	V		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
32	32	3/8	V(64)		E	V		V(64)	V				64			M	0	0	1, 0, 4		1	1
32	32	1/2	viio		E	V		viio	vii		o					o	0	0	5, 2, -1		5	5
32	32	5/8	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
33	33	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
33	33	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
33	33	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
34	34	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
34	34	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
34	34	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
34	34	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
35	35	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
35	35	3/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
35	35	1/2	I6		E	V		I6	I			6				M	0	0	4, 1, 0		0	4
35	35	5/8	V		E	V		V	V							M	0	0	1, 5, 2		1	1
36	36	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
36	36	1/8	V+(#74)		E	V		V+(#74)	V		+		#74			+	0	0	1, 0, 9	6	1	1
36	36	1/4	I		E	V		I	I							M	0	0	0, 4, 1		0	0
36	36	3/8	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
36	36	1/2	V/V		E	V		V/V	V					V		M	0	0	2, 6, 3		2	2
36	36	5/8	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	0	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	3/8	V43		E	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
37	37	1/2	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	5/8	ii7		E	V		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
38	38	0	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	3/8	V43		E	V		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
38	38	1/2	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	5/8	ii7		E	V		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
39	39	0	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	1/8	ii		E	V		ii	ii							m	0	0	2, -1, 3		2	2
39	39	1/4	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	3/8	ii7		E	V		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
39	39	1/2	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	5/8	ii		E	V		ii	ii							m	0	0	2, -1, 3		2	2
40	40	0	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
40	40	1/8	ii7		E	V		ii7	ii			7				mm7	0	0	2, -1, 3, 0		2	2
40	40	1/4	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
40	40	3/8	ii		E	V		ii	ii							m	0	0	2, -1, 3		2	2
40	40	1/2	V		E	V		V	V							M	0	0	1, 5, 2		1	1
40	40	5/8	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	I[I		E	V	I	I	I							M	0	0	0, 4, 1		0	0
41	41	1/4	V2/IV		E	V	I	V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
41	41	1/2	viio6/V		E	V	I	viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
42	42	0	iio64		E	V	I	iio64	ii		o	64				o	0	0	-4, 2, -1		2	-4
42	42	1/8	I		E	V	I	I	I							M	0	0	0, 4, 1		0	0
42	42	1/4	iv6		E	V	I	iv6	iv			6				m	0	0	-4, 0, -1		-1	-4
42	42	1/2	I64		E	V	I	I64	I			64				M	0	0	1, 0, 4		0	1
43	43	1/4	viio7/V		E	V	I	viio7/V	vii		o	7		V		o7	0	0	6, 3, 0, -3		6	6
43	43	1/2	V6/V]		E	V	I	V6/V	V			6		V		M	0	0	6, 3, 2		2	6
44	44	0	V7		E	V		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	I		E	V		I	I							M	0	0	0, 4, 1		0	0
45	45	1/4	V2/IV		E	V		V2/IV	V			2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
45	45	1/2	viio6/V		E	V		viio6/V	vii		o	6		V		o	0	0	3, 0, 6		6	3
46	46	0	viio2(+2)		E	V		viio2(+2)	vii		o	2	+2			o7	0	0	-4, 5, 2, -1	0	5	-4
46	46	1/4	ii%43		E	V		ii%43	ii		%	43				%7	0	0	8, 0, 2, 1		2	8
46	46	1/2	I64		E	V		I64	I			64				M	0	0	1, 0, 4		0	1
47	47	0	i64		E	V		i64	i			64				m	0	0	1, 0, -3		0	1
47	47	1/4	viio7/V		E	V		viio7/V	vii		o	7		V		o7	0	0	6, 3, 0, -3		6	6
47	47	1/2	V65/V		E	V		V65/V	V			65		V		Mm7	0	0	6, 3, 0, 2		2	6
48	48	0	V[V7		E	V	V	V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
48	48	1/8	I64		E	V	V	I64	I			64				M	0	0	1, 0, 4		0	1
48	48	1/4	ii6		E	V	V	ii6	ii			6				m	0	0	-1, 3, 2		2	-1
48	48	3/8	I64		E	V	V	I64	I			64				M	0	0	1, 0, 4		0	1
48	48	1/2	V7		E	V	V	V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
48	48	5/8	V		E	V	V	V	V							M	0	0	1, 5, 2		1	1
49	49	0	I6		E	V	V	I6	I			6				M	0	0	4, 1, 0		0	4
49	49	1/8	#viio64/ii		E	V	V	#viio64/ii	#vii		o	64		ii		o	0	0	1, 7, 4		7	1
49	49	1/4	ii6		E	V	V	ii6	ii			6				m	0	0	-1, 3, 2		2	-1
49	49	3/8	I64		E	V	V	I64	I			64				M	0	0	1, 0, 4		0	1
49	49	1/2	V7		E	V	V	V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
49	49	5/8	V		E	V	V	V	V							M	0	0	1, 5, 2		1	1
50	50	0	I6		E	V	V	I6	I			6				M	0	0	4, 1, 0		0	4
50	50	1/8	#viio64/ii		E	V	V	#viio64/ii	#vii		o	64		ii		o	0	0	1, 7, 4		7	1
50	50	1/4	ii6		E	V	V	ii6	ii			6				m	0	0	-1, 3, 2		2	-1
50	50	3/8	I64		E	V	V	I64	I			64				M	0	0	1, 0, 4		0	1
50	50	1/2	V7		E	V	V	V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
50	50	5/8	V]		E	V	V	V	V							M	0	0	1, 5, 2		1	1
51	51	0	I6\\		E	V		I6	I			6			\\	M	0	0	4, 1, 0		0	4
51	51	1/2	I		E	V		I	I							M	0	0	0, 4, 1		0	0
52	52	0	I.V43		E	I		V43	V			43				Mm7	0	0	2, -1, 1, 5		1	2
53	53	0	I[I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
53	53	3/8	IV6		E	I	I	IV6	IV			6				M	0	0	3, 0, -1		-1	3
53	53	1/2	I64		E	I	I	I64	I			64				M	0	0	1, 0, 4		0	1
53	53	5/8	viio64		E	I	I	viio64	vii		o	64				o	0	0	-1, 5, 2		5	-1
54	54	0	I6		E	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
54	54	1/8	viio6		E	I	I	viio6	vii		o	6				o	0	0	2, -1, 5		5	2
54	54	1/4	I6]		E	I	I	I6	I			6				M	0	0	4, 1, 0		0	4
54	54	3/8	vii%7		E	I		vii%7	vii		%	7				%7	0	0	5, 4, 11, 3		5	5
54	54	1/2	I		E	I		I	I							M	0	0	0, 4, 1		0	0
54	54	5/8	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
55	55	0	I64		E	I		I64	I			64				M	0	0	1, 0, 4		0	1
55	55	1/8	viio64		E	I		viio64	vii		o	64				o	0	0	-1, 5, 2		5	-1
55	55	1/4	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
55	55	3/8	V64		E	I		V64	V			64				M	0	0	2, 1, 5		1	2
55	55	1/2	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
55	55	5/8	ii6		E	I		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
56	56	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
56	56	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
57	57	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
57	57	1/4	V7		E	I		V7	V			7				Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	V7(4)		E	I		V7(4)	V			7	4			Mm7	0	0	1, 0, 2, -1		1	1
58	58	1/4	V7\\		E	I		V7	V			7			\\	Mm7	0	0	1, 5, 2, -1		1	1
58	58	3/8	viio64/V		E	I		viio64/V	vii		o	64		V		o	0	0	0, 6, 3		6	0
58	58	1/2	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
58	58	5/8	vi6		E	I		vi6	vi			6				m	0	0	0, 4, 3		3	0
59	59	0	viio6		E	I		viio6	vii		o	6				o	0	0	2, -1, 5		5	2
59	59	1/8	I6		E	I		I6	I			6				M	0	0	4, 1, 0		0	4
59	59	1/4	ii6		E	I		ii6	ii			6				m	0	0	-1, 3, 2		2	-1
59	59	3/8	iii6		E	I		iii6	iii			6				m	0	0	1, 5, 4		4	1
59	59	1/2	IV6		E	I		IV6	IV			6				M	0	0	3, 0, -1		-1	3
59	59	5/8	viio64/V		E	I		viio64/V	vii		o	64		V		o	0	0	0, 6, 3		6	0
60	60	0	V6		E	I		V6	V			6				M	0	0	5, 2, 1		1	5
60	60	1/8	viio64/V		E	I		viio64/V	vii		o	64		V		o	0	0	0, 6, 3		6	0
60	60	1/4	V64		E	I		V64	V			64				M	0	0	2, 1, 5		1	2
60	60	3/8	vi64		E	I		vi64	vi			64				m	0	0	4, 3, 0		3	4
60	60	1/2	viio64		E	I		viio64	vii		o	64				o	0	0	-1, 5, 2		5	-1
60	60	5/8	V		E	I		V	V							M	0	0	1, 5, 2		1	1
61	61	0	ii.#viio7		E	ii		#viio7	#vii		o	7				o7	0	1	5, 2, -1, -4		5	5
61	61	3/8	ii6(#7)		E	ii		ii6(#7)	ii			6	#7			m	0	1	-1, 3, 7		2	-1
61	61	1/2	iio6		E	ii		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
61	61	5/8	i6		E	ii		i6	i			6				m	0	1	-3, 1, 0		0	-3
62	62	0	iio6		E	ii		iio6	ii		o	6				o	0	1	-1, -4, 2		2	-1
62	62	1/8	i6		E	ii		i6	i			6				m	0	1	-3, 1, 0		0	-3
62	62	1/4	#viio6		E	ii		#viio6	#vii		o	6				o	0	1	2, -1, 5		5	2
62	62	3/8	#viio7		E	ii		#viio7	#vii		o	7				o7	0	1	5, 2, -1, -4		5	5
62	62	1/2	V(64)		E	ii		V(64)	V				64			M	0	1	1, 0, -3		1	1
62	62	5/8	V7		E	ii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
63	63	0	VI[VI		E	ii	VI	VI	VI							M	0	1	-4, 0, -3		-4	-4
63	63	1/8	#viio64		E	ii	VI	#viio64	#vii		o	64				o	0	1	-1, 5, 2		5	-1
63	63	1/4	i6		E	ii	VI	i6	i			6				m	0	1	-3, 1, 0		0	-3
63	63	3/8	.Fr6(#2)		E	ii	VI	Fr6(#2)	V	Fr		7	b5#2	V		M	0	1	2, 11, -4, 0		2	2
63	63	1/2	.Ger6		E	ii	VI	Ger6	vii	Ger	o	65	b3	V		M	0	1	-4, 0, -3, 6		6	-4
63	63	5/8	.Fr6]		E	ii	VI	Fr6	V	Fr		7	b5	V		M	0	1	2, 6, -4, 0		2	2
64	64	0	V		E	ii		V	V							M	0	1	1, 5, 2		1	1
64	64	1/4	V6\\		E	ii		V6	V			6			\\	M	0	1	5, 2, 1		1	5
64	64	1/2	V		E	ii		V	V							M	0	1	1, 5, 2		1	1
65	65	0	V65/iv		E	ii		V65/iv	V			65		iv		Mm7	0	1	4, 1, -2, 0		0	4
65	65	3/8	V7/iv		E	ii		V7/iv	V			7		iv		Mm7	0	1	0, 4, 1, -2		0	0
65	65	1/2	iv		E	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
65	65	5/8	iv6		E	ii		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
66	66	0	V/iv		E	ii		V/iv	V					iv		M	0	1	0, 4, 1		0	0
66	66	1/8	V(64)/iv		E	ii		V(64)/iv	V				64	iv		M	0	1	0, -1, -4		0	0
66	66	1/4	V/iv		E	ii		V/iv	V					iv		M	0	1	0, 4, 1		0	0
66	66	3/8	#viio64/iv		E	ii		#viio64/iv	#vii		o	64		iv		o	0	1	-2, 4, 1		4	-2
66	66	1/2	iv6		E	ii		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
66	66	5/8	iv		E	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
67	67	0	V65/iv		E	ii		V65/iv	V			65		iv		Mm7	0	1	4, 1, -2, 0		0	4
67	67	3/8	V7/iv		E	ii		V7/iv	V			7		iv		Mm7	0	1	0, 4, 1, -2		0	0
67	67	1/2	iv		E	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
67	67	5/8	iv6		E	ii		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
68	68	0	V/iv		E	ii		V/iv	V					iv		M	0	1	0, 4, 1		0	0
68	68	1/8	V2(6)/iv		E	ii		V2(6)/iv	V			2	6	iv		Mm7	0	1	-2, 0, 4, -4		0	-2
68	68	1/4	iv6		E	ii		iv6	iv			6				m	0	1	-4, 0, -1		-1	-4
68	68	3/8	iv43		E	ii		iv43	iv			43				mm7	0	1	0, -3, -1, -4		-1	0
68	68	1/2	iio64		E	ii		iio64	ii		o	64				o	0	1	-4, 2, -1		2	-4
68	68	5/8	iv64		E	ii		iv64	iv			64				m	0	1	0, -1, -4		-1	0
69	69	0	V7\\		E	ii		V7	V			7			\\	Mm7	0	1	1, 5, 2, -1		1	1
69	69	1/4	V		E	ii		V	V							M	0	1	1, 5, 2		1	1
69	69	3/8	i6		E	ii		i6	i			6				m	0	1	-3, 1, 0		0	-3
69	69	1/2	i		E	ii		i	i							m	0	1	0, -3, 1		0	0
70	70	0	V6		E	ii		V6	V			6				M	0	1	5, 2, 1		1	5
70	70	3/8	V7		E	ii		V7	V			7				Mm7	0	1	1, 5, 2, -1		1	1
70	70	1/2	i		E	ii		i	i							m	0	1	0, -3, 1		0	0
70	70	5/8	i6		E	ii		i6	i			6				m	0	1	-3, 1, 0		0	-3
71	71	0	V		E	ii		V	V							M	0	1	1, 5, 2		1	1
71	71	3/8	V2		E	ii		V2	V			2				Mm7	0	1	-1, 1, 5, 2		1	-1
71	71	1/2	i6		E	ii		i6	i			6				m	0	1	-3, 1, 0		0	-3
71	71	5/8	i		E	ii		i	i							m	0	1	0, -3, 1		0	0
72	72	0	V6		E	ii		V6	V			6				M	0	1	5, 2, 1		1	5
72	72	1/4	VIM65		E	ii		VIM65	VI		M	65				MM7	0	1	0, -3, 1, -4		-4	0
72	72	1/2	V43		E	ii		V43	V			43				Mm7	0	1	2, -1, 1, 5		1	2
73	73	0	vi.ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
73	73	3/8	ii%2		E	vi		ii%2	ii		%	2				%7	0	1	0, 2, 1, 8		2	0
73	73	1/2	ii%43		E	vi		ii%43	ii		%	43				%7	0	1	8, 0, 2, 1		2	8
73	73	5/8	V(4)		E	vi		V(4)	V				4			M	0	1	1, 0, 2		1	1
74	74	0	ii%65		E	vi		ii%65	ii		%	65				%7	0	1	1, 8, 0, 2		2	1
